household_id,kwh_per_occupant,kwh_per_sqft,usage_category
H2779,285.99,0.4266,High
H2780,300.95,0.514,High
H2781,201.27,0.4438,High
H2782,535.02,1.2975,High
H2783,235.8,0.6041,High
H2784,486.48,1.5933,High
H2785,736.76,0.7081,High
H2786,228.87,0.6558,High
H2787,490.59,0.7942,High
H2788,228.03,0.4635,High
H2789,1757.45,0.5127,High
H2790,1705.77,0.8374,High
H2791,307.78,1.7388,High
H2792,1626.98,2.1722,High
H2793,889.06,1.9202,High
H2794,378.82,0.7299,High
H2795,299.53,0.9699,High
H2796,278.6,1.6817,High
H2797,269.32,2.0959,High
H2798,632.49,1.2735,High
H2799,974.98,1.1337,High
H2800,347.66,1.7426,
H2801,479.02,0.463,High
H2802,366.72,0.4909,High
H2803,455.06,0.5801,High
H2804,772.1,0.4803,High
H2805,536.21,0.5459,High
H2806,775.16,2.6915,High
H2807,1808.31,0.9458,High
H2808,331.57,1.0103,High
H2809,528.64,0.464,High
H2810,412.66,0.5173,High
H2811,566.52,1.9855,High
H2812,312.1,1.2543,High
H2813,269.85,1.347,High
H2814,346.5,1.0233,High
H2815,1833.75,0.5684,High
H2816,553.57,1.1862,High
H2817,266.97,1.4125,High
H2818,358.1,1.2539,High
H2819,657.05,0.4997,High
H2820,454.25,1.0094,High
H2821,1230.39,1.0331,High
H2822,457.58,1.8377,
H2823,170.35,0.8796,High
H2824,692.13,0.8783,High
H2825,558.02,0.7007,High
H2826,630.11,0.6218,High
H2827,311.58,0.9519,High
H2828,1708.41,2.1014,High
H2829,227.09,0.5245,High
H2830,320.06,1.2486,High
H2831,367.92,1.4428,High
H2832,620.31,0.6148,High
H2833,607.3,0.6956,High
H2834,320.35,1.0011,High
H2835,404.99,0.7226,High
H2836,618.4,1.3139,High
H2837,322.58,0.8996,High
H2838,234.05,0.8034,High
H2839,1329.88,1.5794,High
H2840,579.79,0.8628,High
H2841,243.17,0.5937,High
H2842,307.34,0.6371,High
H2843,2200.54,2.9146,
H2844,283.58,1.7752,High
H2845,1693.9,0.8167,High
H2846,359.8,0.5305,High
H2847,482.3,0.8075,High
H2848,229.14,2.1348,High
H2849,550.77,0.4883,High
H2850,488.76,0.8876,High
H2851,629.87,0.6552,High
H2852,746.6,1.1486,High
H2853,366.49,0.4208,High
H2854,714.34,0.6381,High
H2855,448.89,1.1614,High
H2856,635.81,0.6786,High
H2857,1247.64,0.5487,High
H2858,405.48,0.9295,High
H2859,286.47,0.6462,High
H2860,233.81,0.5028,High
H2861,1525.34,1.4216,High
H2862,309.77,1.3037,High
H2863,380.04,0.434,High
H2864,1373.29,0.4296,High
H2865,1088.95,1.2872,High
H2866,352.93,0.547,High
H2867,239.01,0.6763,High
H2868,312.36,0.4952,High
H2869,290.72,0.4954,High
H2870,813.74,0.8698,High
H2871,615.25,0.4092,High
H2872,671.58,0.4518,High
H2873,655.62,1.7913,High
H2874,581.31,1.1649,High
H2875,262.48,1.4914,High
H2876,271.95,1.2429,High
H2877,426.69,1.1236,High
H2878,1614.78,0.5027,High
H2879,465.51,0.932,High
H2880,337.29,0.449,High
H2881,484.8,1.44,High
H2882,389.22,0.4682,High
H2883,347.76,0.4582,High
H2884,1443.53,1.3827,High
H2885,320.75,1.4287,High
H2886,256.2,0.4905,High
H2887,2263.71,0.9243,
H2888,1046.09,0.3395,High
H2889,500.42,0.754,High
H2890,290.38,1.385,High
H2891,468.03,0.6382,High
H2892,440.46,1.0431,High
H2893,430.79,0.5843,High
H2894,1061.84,1.6949,
H2895,483.8,0.8453,High
H2896,580.35,0.6172,High
H2897,193.16,0.4803,High
H2898,536.67,2.9434,High
H2899,652.59,0.5623,High
H2900,741.06,1.393,High
H2901,778.86,0.8348,High
H2902,1778.13,0.5319,High
H2903,473.31,0.683,High
H2904,1384.1,0.5508,High
H2905,1961.14,0.7712,High
H2906,642.36,3.429,High
H2907,272.52,0.7968,High
H2908,528.59,0.9911,High
H2909,345.25,0.6908,High
H2910,446.49,0.467,High
H2911,230.26,0.334,High
H2912,292.89,0.6179,High
H2913,1771.35,0.5404,High
H2914,414.04,0.3955,High
H2915,301.55,0.5991,High
H2916,318.78,0.7458,High
H2917,1563.12,2.1862,High
H2918,334.44,1.1245,High
H2919,790.86,0.4595,High
H2920,387.27,1.6692,High
H2921,361.32,0.6281,High
H2922,276.54,0.6088,High
H2923,355.46,1.2561,High
H2924,554.73,1.4662,High
H2925,1722.66,0.6457,High
H2926,343.48,0.4554,High
H2927,1097.3,0.8207,
H2928,312.28,0.8069,High
H2929,397.4,0.4742,High
H2930,347.14,0.5479,High
H2931,1219.41,0.694,High
H2932,747.18,0.7574,High
H2933,448.84,0.4985,High
H2934,601.93,1.1389,High
H2935,889.91,1.1694,High
H2936,296.87,0.4393,High
H2937,483.5,0.937,High
H2938,314.46,0.6942,High
H2939,445.59,0.625,High
H2940,977.61,1.7257,High
H2941,602.43,0.4579,High
H2942,446.53,2.0359,High
H2943,774.18,0.9488,High
H2944,227.94,1.1689,High
H2945,251.32,0.9302,High
H2946,1290.61,0.4467,High
H2947,496.55,0.8022,High
H2948,290.54,0.5461,High
H2949,161.29,0.4466,Medium
H2950,344.88,0.8422,High
H2951,1533.79,0.6543,High
H2952,299.57,1.3944,High
H2953,266.96,0.4552,High
H2954,1006.84,0.7997,
H2955,751.9,0.5145,High
H2956,794.2,1.0176,High
H2957,543.05,1.6473,High
H2958,840.34,0.8057,High
H2959,268.33,0.528,High
H2960,321.17,0.4416,High
H2961,315.54,0.5753,High
H2962,448.82,1.3684,High
H2963,252.05,0.8676,High
H2964,396.36,0.9511,High
H2965,1275.4,0.7951,High
H2966,264.0,0.5864,High
H2967,325.25,1.6651,High
H2968,954.71,1.0463,High
H2969,688.8,0.4547,High
H2970,425.31,0.5814,High
H2971,1668.2,0.568,High
H2972,731.16,1.187,High
H2973,1175.25,0.3848,High
H2974,486.71,1.0108,High
H2975,205.62,0.4573,High
H2976,389.3,0.689,High
H2977,849.68,0.6662,High
H2978,327.55,0.5779,High
H2979,408.15,0.5822,High
H2980,529.95,2.5448,
H2981,259.65,0.483,High
H2982,1505.52,0.8598,High
H2983,826.28,0.674,High
H2984,519.34,0.9653,
H2985,1265.06,0.6606,High
H2986,1836.34,2.8426,High
H2987,201.58,0.3486,High
H2988,241.9,0.5189,High
H2989,507.59,0.4717,High
H2990,228.04,0.4314,High
H2991,259.96,0.7364,High
H2992,345.69,1.6962,High
H2993,363.63,1.367,High
H2994,757.4,0.4538,High
H2995,571.45,0.5273,High
H2996,244.11,0.5451,High
H2997,567.68,2.8149,High
H2998,394.51,0.7179,High
H2999,505.91,0.729,High
H3000,344.16,0.5677,High
H3001,502.9,2.8043,High
H3002,428.49,0.3705,High
H3003,390.09,0.9461,High
H3004,236.61,0.871,High
H3005,276.74,1.2589,High
H3006,904.74,0.6787,High
H3007,1357.96,0.894,High
H3008,517.03,1.3156,High
H3009,687.09,3.0492,
H3010,862.35,1.7817,High
H3011,1016.9,1.3104,
H3012,550.59,0.9306,High
H3013,1463.03,0.4292,High
H3014,318.58,0.4765,High
H3015,806.09,0.5721,High
H3016,508.53,0.599,High
H3017,267.6,0.618,High
H3018,642.35,0.6855,High
H3019,315.86,0.5429,High
H3020,231.54,1.8066,High
H3021,371.3,1.1618,High
H3022,593.63,0.6887,High
H3023,539.48,0.712,High
H3024,284.68,0.4233,High
H3025,294.56,0.6565,Medium
H3026,1354.92,0.4122,High
H3027,1466.55,0.4289,High
H3028,311.58,0.6771,High
H3029,389.31,3.2881,High
H3030,521.12,0.8773,High
H3031,395.99,1.6959,High
H3032,1653.55,1.2651,High
H3033,321.35,2.3219,High
H3034,355.23,1.8526,High
H3035,692.48,2.6737,High
H3036,2024.48,2.6224,
H3037,268.63,2.4458,High
H3038,782.68,1.685,High
H3039,487.68,0.9427,High
H3040,530.84,0.7915,High
H3041,629.6,0.5249,High
H3042,1645.02,0.675,High
H3043,302.36,0.6403,High
H3044,733.42,0.906,High
H3045,1895.83,0.8955,High
H3046,250.5,0.4987,High
H3047,478.06,0.831,High
H3048,462.54,0.7816,High
H3049,744.34,0.8615,High
H3050,264.67,0.6437,High
H3051,576.46,0.6511,High
H3052,377.72,1.9537,High
H3053,440.75,1.6086,High
H3054,1834.31,0.9103,High
H3055,263.62,0.5079,High
H3056,1168.89,0.3865,High
H3057,263.62,0.6623,High
H3058,474.64,1.514,High
H3059,441.21,2.5357,High
H3060,471.98,1.0496,High
H3061,1417.51,2.5867,High
H3062,555.76,1.2038,High
H3063,1488.14,0.8114,High
H3064,452.78,1.2763,High
H3065,314.6,2.0254,High
H3066,293.58,1.0392,High
H3067,285.26,0.6546,High
H3068,275.45,0.6794,High
H3069,561.67,0.415,High
H3070,414.82,1.2555,
H3071,331.84,0.5097,High
H3072,339.34,1.4124,High
H3073,236.67,0.5127,High
H3074,821.33,0.6282,High
H3075,616.29,0.633,High
H3076,1452.31,0.6533,High
H3077,789.78,1.9405,High
H3078,419.64,0.9034,High
H3079,329.87,1.2233,High
H3080,320.99,0.3804,High
H3081,561.41,0.5622,High
H3082,304.08,1.1057,High
H3083,613.5,0.8802,High
H3084,284.92,1.344,High
H3085,273.71,0.531,High
H3086,778.38,1.3238,High
H3087,411.35,1.0033,High
H3088,640.08,2.6413,High
H3089,311.21,0.7165,High
H3090,412.68,3.0035,
H3091,990.36,1.4837,High
H3092,849.06,0.8695,High
H3093,1590.34,0.5919,High
H3094,1702.98,1.0137,High
H3095,472.89,0.5923,High
H3096,268.45,0.5087,High
H3097,197.01,2.0416,High
H3098,524.54,0.4505,High
H3099,428.18,0.5182,High
H3100,736.01,0.5328,High
H3101,238.58,0.7088,High
H3102,314.44,0.7841,High
H3103,546.19,0.5745,High
H3104,564.8,0.6133,High
H3105,280.75,0.9383,High
H3106,710.96,0.6505,High
H3107,327.15,2.3202,High
H3108,438.98,1.1071,High
H3109,209.6,0.6342,High
H3110,644.04,0.414,High
H3111,1757.28,0.5636,High
H3112,233.79,0.6127,High
H3113,436.97,0.5151,High
H3114,313.65,0.8845,High
H3115,471.9,0.5195,High
H3116,669.86,2.6269,High
H3117,488.54,1.4583,High
H3118,578.87,2.7348,High
H3119,261.09,0.9092,High
H3120,1870.3,3.1862,High
H3121,244.02,0.8395,High
H3122,306.71,0.5167,High
H3123,467.34,0.5436,High
H3124,442.17,0.7444,High
H3125,213.96,2.2482,High
H3126,779.86,0.5732,High
H3127,234.61,1.0317,High
H3128,1165.72,0.5394,High
H3129,278.68,0.6129,High
H3130,456.88,0.6328,High
H3131,543.2,1.0493,High
H3132,505.13,1.0997,High
H3133,913.87,1.1539,High
H3134,435.4,0.4496,High
H3135,278.04,1.107,High
H3136,312.19,0.7095,High
H3137,348.48,1.4484,High
H3138,437.75,2.2642,High
H3139,1262.34,1.0107,High
H3140,323.48,0.8846,High
H3141,742.96,1.0942,High
H3142,333.39,0.5647,High
H3143,631.19,0.5841,High
H3144,366.58,0.6069,High
H3145,344.98,1.1385,High
H3146,332.26,1.64,High
H3147,272.6,0.4089,High
H3148,761.24,0.4953,High
H3149,436.7,1.3875,High
H3150,631.59,0.6399,High
H3151,284.22,1.3219,High
H3152,206.96,0.6181,High
H3153,1640.18,1.1304,High
H3154,443.69,0.5459,High
H3155,548.75,0.6332,High
H3156,244.24,0.9855,High
H3157,457.28,0.5541,High
H3158,531.94,0.4575,High
H3159,1571.43,0.9889,High
H3160,287.63,0.7846,High
H3161,1714.72,0.5302,High
H3162,927.65,0.8426,High
H3163,232.28,0.8314,High
H3164,880.61,0.5625,High
H3165,279.7,1.0468,High
H3166,320.52,0.641,High
H3167,548.47,0.3234,High
H3168,284.73,0.5221,High
H3169,1864.52,0.9221,High
H3170,375.37,0.587,High
H3171,213.41,0.4226,High
H3172,1963.36,1.2537,High
H3173,898.92,0.7923,High
H3174,286.93,1.0402,High
H3175,623.63,0.6498,High
H3176,831.31,2.7211,High
H3177,1774.95,3.3364,High
H3178,301.71,0.9873,High
H3179,269.26,2.7244,High
H3180,2216.11,0.8697,
H3181,336.61,0.9634,High
H3182,602.21,0.5741,High
H3183,283.99,0.3984,High
H3184,817.65,0.6912,High
H3185,259.54,0.6649,High
H3186,1999.34,3.2352,High
H3187,265.59,1.9163,High
H3188,1226.99,2.3825,High
H3189,880.04,1.0858,High
H3190,1318.05,0.422,High
H3191,226.5,0.9926,High
H3192,274.76,0.5262,High
H3193,410.12,1.5314,
H3194,1280.14,0.8726,High
H3195,651.26,0.933,High
H3196,289.28,0.6513,High
H3197,492.96,0.9396,High
H3198,416.97,3.1234,High
H3199,238.9,0.6408,High
H3200,343.95,0.559,High
H3201,403.36,0.5338,High
H3202,269.83,0.7673,High
H3203,609.64,0.4144,High
H3204,622.25,2.2223,High
H3205,693.72,0.5371,High
H3206,1292.12,0.4966,High
H3207,427.29,1.3873,High
H3208,460.92,2.187,High
H3209,1719.45,0.8525,High
H3210,419.14,2.9465,High
H3211,539.19,0.4966,High
H3212,317.38,1.2414,Medium
H3213,303.97,1.041,High
H3214,1586.73,0.6297,High
H3215,498.5,0.6117,High
H3216,361.31,0.5699,High
H3217,1259.29,1.6124,High
H3218,653.15,0.6878,High
H3219,609.08,0.6237,High
H3220,285.41,0.504,High
H3221,330.67,1.8294,High
H3222,335.47,0.586,
H3223,262.76,0.7844,High
H3224,338.26,2.3906,
H3225,527.36,0.5592,High
H3226,331.54,1.4037,High
H3227,326.13,0.6015,High
H3228,1886.77,2.1465,High
H3229,398.46,0.5455,High
H3230,331.46,2.9118,High
H3231,296.31,0.698,High
H3232,368.6,0.3894,High
H3233,403.58,0.5236,High
H3234,373.43,0.5584,High
H3235,417.59,0.5398,High
H3236,333.99,2.0927,High
H3237,408.42,0.9548,High
H3238,1952.04,1.0833,High
H3239,462.08,0.5132,High
H3240,813.04,0.5433,High
H3241,264.78,1.1546,High
H3242,225.51,0.2914,Medium
H3243,183.1,0.8229,High
H3244,885.77,0.7662,High
H3245,361.51,0.8151,High
H3246,386.62,1.2887,High
H3247,1578.16,2.0285,High
H3248,1285.66,0.3822,High
H3249,680.59,0.7235,
H3250,1785.48,0.6667,High
H3251,354.97,0.9178,High
H3252,498.97,3.6488,High
H3253,282.88,0.7806,High
H3254,595.78,1.9219,High
H3255,335.62,1.3425,
H3256,569.72,0.6206,High
H3257,839.06,0.5062,High
H3258,680.9,0.7009,High
H3259,810.73,1.3718,High
H3260,1519.36,0.4726,High
H3261,564.25,1.6706,
H3262,1632.29,0.5289,High
H3263,1906.24,0.8394,High
H3264,812.3,0.9763,High
H3265,781.02,0.983,High
H3266,562.15,1.0852,High
H3267,1678.54,0.4973,High
H3268,361.59,0.7221,High
H3269,168.29,0.6346,Medium
H3270,319.54,1.0485,High
H3271,1690.24,2.2841,High
H3272,674.8,0.786,High
H3273,330.58,1.0768,High
H3274,526.65,1.0115,High
H3275,173.28,0.8161,High
H3276,467.07,0.9114,High
H3277,400.74,0.9447,
H3278,501.1,0.4998,High
H3279,1207.81,0.3764,High
H3280,821.93,0.4852,High
H3281,876.32,2.227,High
H3282,538.05,0.9706,High
H3283,276.22,0.6564,High
H3284,466.66,1.1158,High
H3285,621.94,0.595,High
H3286,732.04,0.4772,High
H3287,365.03,0.9564,High
H3288,1599.79,0.7546,High
H3289,1814.42,2.0879,High
H3290,260.76,0.4654,High
H3291,207.51,0.3706,High
H3292,565.35,0.3337,High
H3293,768.41,0.5777,High
H3294,562.82,0.7916,High
H3295,1616.31,0.8462,High
H3296,834.27,0.6045,High
H3297,1611.5,0.5824,High
H3298,265.09,0.5132,High
H3299,329.63,0.3779,High
H3300,186.48,1.0228,High
H3301,500.85,1.4162,High
H3302,319.3,1.0435,High
H3303,870.46,0.5327,High
H3304,283.91,0.774,High
H3305,1892.42,1.2162,High
H3306,342.08,2.5994,High
H3307,298.99,1.0794,High
H3308,421.92,0.6549,High
H3309,228.46,0.492,High
H3310,420.76,0.5899,High
H3311,718.34,0.7675,High
H3312,609.4,1.0277,High
H3313,590.18,0.3644,High
H3314,214.7,1.9667,High
H3315,284.29,0.4014,High
H3316,433.19,1.779,High
H3317,384.21,0.6498,High
H3318,354.11,0.4071,High
H3319,290.47,0.506,High
H3320,740.06,1.2083,High
H3321,252.07,0.4177,High
H3322,310.99,1.5024,High
H3323,540.09,0.994,High
H3324,450.8,0.7451,High
H3325,360.16,2.4771,High
H3326,205.74,1.6149,High
H3327,880.83,0.887,High
H3328,527.67,2.5008,High
H3329,582.54,0.5005,High
H3330,834.99,0.6053,High
H3331,1714.39,0.5352,High
H3332,297.95,0.8547,High
H3333,2145.1,0.815,
H3334,345.29,1.5897,High
H3335,1506.24,0.7882,High
H3336,245.99,0.5892,High
H3337,1589.66,2.2709,High
H3338,527.89,1.246,High
H3339,1044.54,1.7351,
H3340,693.01,0.6266,High
H3341,481.22,1.1185,High
H3342,264.44,0.6035,High
H3343,361.53,0.9872,High
H3344,1292.96,2.0108,High
H3345,367.17,2.8136,
H3346,801.92,1.3266,High
H3347,234.57,0.9561,High
H3348,384.99,1.8725,High
H3349,258.76,0.3745,High
H3350,1956.15,0.7609,High
H3351,811.46,0.6384,High
H3352,378.83,0.5291,High
H3353,1918.26,1.2612,High
H3354,477.67,0.4717,High
H3355,256.98,1.0362,High
H3356,510.17,0.5053,High
H3357,414.1,2.6977,High
H3358,392.48,2.844,High
H3359,381.15,1.1788,High
H3360,477.46,0.5926,High
H3361,751.93,0.5459,High
H3362,1569.64,0.617,High
H3363,417.67,2.6469,
H3364,478.37,1.3638,High
H3365,975.86,3.6686,High
H3366,329.9,1.5694,High
H3367,894.63,0.8508,High
H3368,186.0,0.372,High
H3369,248.31,2.6605,High
H3370,436.65,0.812,High
H3371,625.29,0.6697,High
H3372,1579.45,2.1172,High
H3373,427.63,0.7809,
H3374,453.71,0.7908,High
H3375,1105.64,1.0882,
H3376,901.79,0.5368,High
H3377,1206.38,0.54,High
H3378,223.9,0.4769,High
H3379,665.34,2.4551,High
H3380,842.96,2.0239,High
H3381,281.7,1.065,High
H3382,445.28,0.6219,High
H3383,281.21,0.9972,High
H3384,1332.71,0.3987,High
H3385,405.85,0.6873,High
H3386,624.72,0.6735,High
H3387,786.35,0.4653,High
H3388,354.96,0.5021,High
H3389,430.31,0.5586,High
H3390,274.84,0.4708,High
H3391,1172.93,0.9192,High
H3392,1657.0,0.7437,High
H3393,371.61,1.162,High
H3394,1678.26,0.9176,High
H3395,370.7,0.7486,High
H3396,409.38,0.3986,High
H3397,408.61,0.5494,High
H3398,514.99,0.6427,High
H3399,518.16,0.4622,High
H3400,896.65,1.0396,High
H3401,219.93,0.4254,High
H3402,520.15,0.5022,High
H3403,975.44,0.3686,Medium
H3404,1201.04,0.4721,High
H3405,396.47,0.7876,High
H3406,1392.55,1.6402,High
H3407,327.28,3.2597,High
H3408,1343.07,1.3553,High
H3409,1181.27,1.398,High
H3410,476.3,0.6075,High
H3411,749.04,0.6329,High
H3412,291.35,0.664,High
H3413,470.25,0.8356,High
H3414,293.88,0.4882,High
H3415,284.0,0.4627,High
H3416,428.86,2.131,High
H3417,227.38,0.5541,High
H3418,1684.89,0.5702,High
H3419,1167.94,0.456,High
H3420,444.06,0.9489,High
H3421,1074.58,1.2163,
H3422,418.04,0.8611,High
H3423,377.88,3.7414,High
H3424,935.2,0.5906,High
H3425,339.44,1.4363,
H3426,424.85,1.45,High
H3427,351.23,1.4882,High
H3428,285.48,0.3528,High
H3429,979.02,2.8965,High
H3430,600.2,0.3515,High
H3431,363.32,1.9481,High
H3432,636.38,0.6537,High
H3433,450.27,1.1818,High
H3434,1471.98,0.5432,High
H3435,315.85,0.5941,High
H3436,333.4,1.9356,High
H3437,923.84,1.8912,High
H3438,643.64,0.3685,High
H3439,304.61,2.8032,High
H3440,589.34,1.768,High
H3441,259.45,0.8634,High
H3442,295.15,0.6618,High
H3443,323.54,0.6025,High
H3444,1266.82,0.4296,High
H3445,296.3,3.432,High
H3446,306.21,0.7447,High
H3447,207.23,0.6527,High
H3448,482.94,1.0614,High
H3449,1986.16,0.7165,High
H3450,643.9,0.421,High
H3451,434.76,3.4099,High
H3452,254.24,0.4272,High
H3453,194.1,2.1488,High
H3454,312.24,0.6926,High
H3455,337.32,0.5071,High
H3456,326.24,0.9353,High
H3457,214.17,0.5658,High
H3458,395.93,2.2369,High
H3459,1548.89,0.5526,High
H3460,1896.98,0.6607,High
H3461,510.12,0.4427,High
H3462,220.53,0.3883,High
H3463,692.58,1.3553,
H3464,512.11,1.4345,High
H3465,830.16,0.6011,High
H3466,313.52,0.8356,High
H3467,221.48,0.9658,High
H3468,339.99,0.5475,High
H3469,310.44,0.5891,High
H3470,2139.15,0.8146,
H3471,330.97,0.4852,High
H3472,1222.06,0.394,High
H3473,771.66,0.4455,High
H3474,1910.91,0.9052,High
H3475,225.02,2.0932,High
H3476,1517.69,0.7843,High
H3477,273.69,1.8517,High
H3478,485.52,0.9315,High
H3479,304.16,0.5505,High
H3480,276.6,0.5609,High
H3481,333.79,0.565,High
H3482,236.79,0.3544,High
H3483,335.06,2.5974,High
H3484,757.46,1.0826,
H3485,330.16,1.6725,High
H3486,781.18,1.0903,High
H3487,1894.82,0.5666,High
H3488,320.84,2.3182,High
H3489,1578.14,0.522,High
H3490,741.04,1.5031,High
H3491,440.35,1.744,High
H3492,542.24,0.9541,High
H3493,620.68,1.0327,High
H3494,415.21,0.5851,High
H3495,415.16,1.8807,High
H3496,1941.29,1.6341,High
H3497,2061.45,1.2908,
H3498,270.48,1.7563,High
H3499,555.25,0.6419,High
H3500,464.23,1.0409,High
H3501,400.02,1.2205,High
H3502,282.61,2.4363,High
H3503,247.96,0.905,High
H3504,219.82,0.5584,High
H3505,1870.15,1.2774,High
H3506,1011.08,0.9607,
H3507,284.45,0.8604,High
H3508,834.18,2.735,High
H3509,209.32,0.3882,High
H3510,840.86,1.842,High
H3511,914.36,0.6295,High
H3512,754.81,1.4091,
H3513,327.98,0.6049,High
H3514,567.24,2.3505,High
H3515,1428.68,0.4094,High
H3516,637.94,0.8972,High
H3517,402.32,0.6218,High
H3518,507.37,0.9929,High
H3519,215.44,0.9174,High
H3520,881.72,1.3229,High
H3521,421.79,1.2433,High
H3522,676.94,1.3853,
H3523,394.73,1.1998,High
H3524,625.2,0.7413,High
H3525,306.97,0.7879,High
H3526,1879.65,0.8722,High
H3527,408.15,1.8201,High
H3528,842.48,1.2263,High
H3529,200.44,0.4564,High
H3530,213.76,0.5946,High
H3531,785.26,1.9509,High
H3532,840.11,1.4752,High
H3533,800.76,0.7247,High
H3534,1221.97,0.9745,High
H3535,345.12,1.0181,High
H3536,277.3,0.4285,High
H3537,1445.94,1.1174,High
H3538,449.13,0.8307,High
H3539,693.8,1.5679,High
H3540,342.39,3.1354,High
H3541,929.7,1.3494,High
H3542,1204.7,0.5559,High
H3543,395.03,0.4579,High
H3544,334.3,1.1723,
H3545,297.56,0.9318,High
H3546,235.83,1.6358,High
H3547,363.95,0.8124,High
H3548,909.06,2.4404,High
H3549,425.28,0.6761,High
H3550,531.43,0.5561,High
H3551,396.17,0.5053,High
H3552,441.19,3.2741,High
H3553,409.13,0.9252,
H3554,327.3,0.3854,High
H3555,540.54,0.674,High
H3556,549.15,0.7582,High
H3557,505.1,0.5996,High
H3558,887.64,0.9058,High
H3559,286.39,0.4995,High
H3560,238.58,1.0707,High
H3561,599.54,0.7962,High
H3562,1300.7,0.6803,High
H3563,666.61,1.9781,High
H3564,1950.63,1.6573,High
H3565,337.02,1.4965,High
H3566,217.79,0.32,High
H3567,945.27,0.4021,Medium
H3568,633.58,0.9725,High
H3569,1375.05,0.4852,High
H3570,459.66,0.4813,High
H3571,228.62,0.6539,High
H3572,374.98,0.419,High
H3573,588.31,0.6051,High
H3574,488.39,0.611,High
H3575,434.8,0.6653,High
H3576,1472.19,2.4214,High
H3577,516.81,1.0087,High
H3578,473.37,1.7713,High
H3579,2055.06,0.8738,
H3580,275.92,1.2864,High
H3581,294.37,0.5443,High
H3582,309.43,0.8851,High
H3583,1041.22,1.0823,
H3584,288.97,0.4544,High
H3585,403.61,1.4677,High
H3586,1314.95,0.6621,High
H3587,833.77,0.8239,High
H3588,228.45,0.718,High
H3589,1032.36,2.8877,
H3590,337.82,0.627,High
H3591,730.22,0.7317,High
H3592,344.66,1.0335,High
H3593,1512.0,0.6109,High
H3594,1597.06,0.6482,High
H3595,274.25,1.165,High
H3596,233.36,1.1619,High
H3597,1097.49,1.0014,
H3598,192.34,0.4554,High
H3599,1623.47,0.4997,High
H3600,1493.31,0.7288,High
H3601,229.07,0.7519,High
H3602,1815.84,0.5239,High
H3603,411.46,0.685,High
H3604,479.33,1.0527,High
H3605,518.58,0.4507,High
H3606,639.6,0.4369,High
H3607,260.18,0.5842,High
H3608,1177.0,0.5472,High
H3609,2014.3,3.2384,
H3610,837.93,1.0875,High
H3611,363.6,0.9761,High
H3612,449.86,1.1505,High
H3613,354.28,0.6977,High
H3614,442.41,0.473,High
H3615,315.03,0.9121,High
H3616,290.36,1.5867,High
H3617,1102.24,0.9357,High
H3618,509.2,0.852,High
H3619,1575.85,0.9638,High
H3620,245.2,0.4184,High
H3621,1790.92,0.5398,High
H3622,800.51,0.9957,High
H3623,824.98,1.0763,High
H3624,1771.15,0.8661,High
H3625,637.61,0.3917,High
H3626,288.12,1.4352,High
H3627,587.28,0.4633,High
H3628,273.73,0.7566,High
H3629,1490.15,1.4425,High
H3630,516.09,0.7038,High
H3631,1393.89,0.4603,High
H3632,369.91,0.7561,High
H3633,962.19,1.5309,High
H3634,493.43,2.4796,High
H3635,451.99,0.4034,High
H3636,380.96,1.1822,High
H3637,498.08,0.5705,High
H3638,850.45,0.7186,High
H3639,322.22,0.6228,High
H3640,371.13,0.734,High
H3641,1707.56,0.5061,High
H3642,451.33,0.6541,
H3643,252.96,0.6044,High
H3644,648.56,2.8613,High
H3645,448.3,1.2116,High
H3646,388.92,1.3481,High
H3647,381.1,1.0412,High
H3648,845.54,0.784,High
H3649,451.22,0.5461,High
H3650,1385.49,0.7693,High
H3651,332.71,2.4215,High
H3652,452.24,0.617,High
H3653,293.48,0.7449,High
H3654,412.42,3.7222,
H3655,501.72,0.4496,High
H3656,1603.37,1.1236,High
H3657,938.41,0.593,High
H3658,719.07,2.3654,High
H3659,1186.66,0.9807,High
H3660,237.93,0.7018,High
H3661,250.98,0.8096,High
H3662,650.75,0.536,High
H3663,203.3,0.5803,High
H3664,320.73,2.4151,High
H3665,1394.1,1.1003,High
H3666,306.54,1.0344,High
H3667,238.28,2.227,High
H3668,1939.79,0.9665,High
H3669,751.3,2.408,High
H3670,238.86,0.8152,High
H3671,238.86,0.7967,High
H3672,411.39,0.3974,High
H3673,742.46,0.9217,High
H3674,508.1,0.6772,High
H3675,504.61,0.7976,High
H3676,332.49,0.8677,High
H3677,262.34,0.8408,High
H3678,300.74,0.6145,High
H3679,195.0,0.7276,High
H3680,411.43,0.8262,
H3681,800.91,1.6969,High
H3682,864.11,2.0747,High
H3683,616.33,0.831,High
H3684,381.04,0.6622,High
H3685,318.11,0.5566,High
H3686,352.29,1.6371,High
H3687,214.9,1.3969,High
H3688,266.82,1.4865,High
H3689,339.79,0.7484,High
H3690,365.03,0.7515,High
H3691,943.96,1.0074,High
H3692,331.76,0.4937,High
H3693,324.09,1.8626,High
H3694,290.73,1.0083,High
H3695,494.23,1.5325,High
H3696,1278.54,0.6597,High
H3697,288.25,0.7791,High
H3698,2091.44,0.6479,
H3699,423.72,0.5215,High
H3700,483.02,1.8366,High
H3701,401.11,0.4741,High
H3702,1113.79,0.3295,High
H3703,1363.28,0.7903,High
H3704,353.09,0.5775,High
H3705,337.36,1.1673,High
H3706,502.45,0.6366,High
H3707,278.68,0.6483,High
