household_id,region,city,postal_code,house_type,floor_area_sqft,num_occupants,has_solar_panels
H3671,North,Springfield,43493,Detached,1799,6,Yes
H3672,South,Hillview,57289,Detached,3106,3,No
H3673,North,Springfield,84980,Townhouse,1611,2,Yes
H3674,West,Rivertown,25478,Townhouse,2251,3,No
H3675,West,Rivertown,19721,Condo,1898,3,No
H3676,East,Rivertown,17861,Townhouse,1916,5,No
H3677,East,Springfield,63685,Detached,1872,6,No
H3678,South,Lakeland,55856,Townhouse,2447,5,No
H3679,South,Rivertown,82936,Apartment,1608,6,No
H3680,South,Lakeland,11807,Detached,2490,5,Yes
H3681,West,Springfield,90825,Condo,944,2,Yes
H3682,West,Lakeland,88136,Townhouse,833,2,Yes
H3683,South,Rivertown,35304,Condo,2225,3,No
H3684,South,Springfield,92472,Apartment,2877,5,Yes
H3685,South,Lakeland,74429,Apartment,2286,4,Yes
H3686,South,Springfield,16529,Condo,1076,5,No
H3687,North,Springfield,70448,Detached,923,6,No
H3688,East,Hillview,76307,Apartment,1077,6,Yes
H3689,North,Rivertown,84615,Condo,1816,4,Yes
H3690,South,Springfield,57484,Condo,1943,4,Yes
H3691,West,Springfield,17512,Townhouse,1874,2,Yes
H3692,West,Rivertown,67958,Townhouse,3360,5,No
H3693,South,Rivertown,37755,Condo,870,5,No
H3694,West,Springfield,31804,Apartment,1730,6,Yes
H3695,South,Rivertown,85232,Apartment,1290,4,Yes
H3696,West,Springfield,64246,Condo,1938,1,No
H3697,East,Rivertown,76568,Townhouse,2220,6,Yes
H3698,North,Rivertown,17913,Apartment,3228,1,No
H3699,East,Rivertown,37663,Condo,3250,4,No
H3700,East,Rivertown,31314,Townhouse,1052,4,Yes
H3701,West,Hillview,18392,Townhouse,3384,4,No
H3702,West,Springfield,17524,Condo,3380,1,No
H3703,East,Rivertown,86933,Condo,1725,1,Yes
H3704,West,Springfield,83848,Apartment,3057,5,No
H3705,West,Hillview,95270,Detached,1156,4,No
H3706,West,Hillview,12396,Detached,2368,3,Yes
H3707,North,Springfield,87343,Apartment,2579,6,No
H3708,North,Hillview,51606,Condo,3394,2,Yes
H3709,East,Hillview,30769,Apartment,2749,3,Yes
H3710,West,Lakeland,53841,Condo,2038,1,No
H3711,East,Rivertown,13259,Condo,3472,4,No
H3712,South,Hillview,95752,Apartment,2505,4,Yes
H3713,North,Springfield,37186,Townhouse,2847,2,Yes
H3714,North,Hillview,22244,Condo,1866,5,No
H3715,North,Hillview,48934,Detached,2149,6,No
H3716,North,Hillview,60602,Condo,1807,3,No
H3717,West,Springfield,28235,Detached,1735,1,Yes
H3718,East,Hillview,72292,Townhouse,1477,4,Yes
H3719,North,Springfield,89559,Apartment,2689,2,Yes
H3720,East,Hillview,98757,Apartment,2743,4,No
H3721,North,Hillview,64403,Townhouse,1681,6,Yes
H3722,North,Lakeland,77646,Townhouse,2657,6,Yes
H3723,South,Lakeland,31695,Apartment,1596,4,Yes
H3724,South,Rivertown,81383,Townhouse,3396,1,No
H3725,North,Lakeland,90397,Apartment,2699,6,No
H3726,East,Rivertown,20090,Detached,1748,5,Yes
H3727,South,Springfield,73101,Detached,585,2,No
H3728,North,Hillview,83035,Detached,3002,6,No
H3729,North,Lakeland,80465,Condo,2367,2,No
H3730,East,Lakeland,57674,Townhouse,2700,2,Yes
H3731,East,Hillview,65131,Condo,1332,6,No
H3732,West,Hillview,48862,Detached,585,6,No
H3733,West,Springfield,64570,Townhouse,1600,6,No
H3734,South,Hillview,90442,Townhouse,3419,1,No
H3735,South,Lakeland,40092,Apartment,2716,6,Yes
H3736,West,Rivertown,15403,Townhouse,2955,1,Yes
H3737,West,Rivertown,45718,Condo,3473,5,Yes
H3738,East,Hillview,68309,Condo,1378,1,Yes
H3739,East,Rivertown,10907,Condo,1865,5,No
H3740,East,Rivertown,85906,Condo,2184,4,Yes
H3741,West,Rivertown,16793,Apartment,3190,2,No
H3742,East,Rivertown,71032,Detached,3247,1,No
H3743,North,Rivertown,86820,Apartment,1108,4,No
H3744,North,Hillview,57961,Detached,1201,5,Yes
H3745,South,Springfield,30376,Apartment,1851,1,No
H3746,West,Hillview,34726,Condo,1640,2,Yes
H3747,North,Rivertown,21864,Apartment,3397,3,Yes
H3748,South,Rivertown,27202,Detached,3268,5,No
H3749,South,Rivertown,71788,Townhouse,3452,4,Yes
H3750,East,Rivertown,47148,Detached,853,1,No
H3751,East,Rivertown,99731,Condo,2572,1,Yes
H3752,North,Springfield,57804,Townhouse,771,5,No
H3753,North,Springfield,44468,Condo,3289,2,Yes
H3754,East,Hillview,67264,Detached,2223,4,Yes
H3755,West,Lakeland,50061,Detached,3376,1,No
H3756,West,Lakeland,10465,Townhouse,1495,3,Yes
H3757,South,Rivertown,76470,Townhouse,1944,3,Yes
H3758,East,Springfield,12587,Townhouse,1319,2,Yes
H3759,North,Hillview,68786,Apartment,3366,4,No
H3760,North,Lakeland,72231,Condo,2405,6,Yes
H3761,South,Hillview,11426,Apartment,2898,3,No
H3762,West,Hillview,69484,Condo,2443,5,Yes
H3763,South,Springfield,12499,Condo,768,5,No
H3764,South,Hillview,78842,Condo,614,4,No
H3765,West,Lakeland,30287,Detached,1357,4,No
H3766,North,Hillview,47778,Detached,3357,5,No
H3767,West,Springfield,99869,Townhouse,2545,2,No
H3768,East,Lakeland,17170,Condo,1302,4,No
H3769,West,Lakeland,24954,Apartment,582,2,Yes
H3770,North,Lakeland,36574,Condo,2800,5,Yes
H3771,North,Lakeland,79891,Apartment,2433,6,No
H3772,East,Rivertown,93527,Condo,2372,1,No
H3773,East,Hillview,79477,Apartment,2892,3,Yes
H3774,East,Rivertown,48056,Condo,769,3,No
H3775,North,Rivertown,56057,Apartment,2275,1,No
H3776,West,Lakeland,74445,Apartment,2223,5,Yes
H3777,North,Hillview,45363,Townhouse,1319,5,Yes
H3778,North,Lakeland,31101,Townhouse,3182,5,Yes
H3779,West,Hillview,91210,Apartment,3311,4,Yes
H3780,East,Hillview,96522,Apartment,1652,2,No
H3781,South,Rivertown,73197,Apartment,854,2,Yes
H3782,East,Lakeland,30787,Apartment,2011,2,No
H3783,East,Rivertown,50162,Townhouse,3310,1,No
H3784,East,Lakeland,62787,Detached,1247,6,Yes
H3785,North,Lakeland,70371,Detached,2461,6,No
H3786,West,Rivertown,53034,Detached,617,1,Yes
H3787,North,Rivertown,88451,Detached,3228,1,Yes
H3788,West,Rivertown,82224,Detached,1833,5,Yes
H3789,North,Lakeland,24053,Detached,2922,5,No
H3790,North,Lakeland,14273,Detached,2169,6,No
H3791,South,Rivertown,69112,Detached,1354,1,No
H3792,West,Springfield,86381,Townhouse,2805,2,Yes
H3793,East,Springfield,81442,Detached,2554,4,No
H3794,West,Lakeland,62654,Detached,2291,3,No
H3795,North,Hillview,49455,Detached,1477,2,Yes
H3796,South,Lakeland,86961,Townhouse,1708,4,No
H3797,South,Lakeland,34334,Apartment,2108,5,Yes
H3798,East,Springfield,81041,Detached,3487,6,No
H3799,South,Hillview,77608,Detached,759,3,Yes
H3800,North,Hillview,63958,Detached,3161,2,Yes
H3801,East,Hillview,69540,Townhouse,1832,1,No
H3802,North,Lakeland,28445,Townhouse,2559,4,No
H3803,East,Springfield,14501,Condo,3338,3,Yes
H3804,South,Springfield,48501,Townhouse,1096,2,No
H3805,South,Springfield,63924,Apartment,2191,5,No
H3806,East,Springfield,94547,Townhouse,1815,4,Yes
H3807,West,Lakeland,81719,Detached,3208,1,Yes
H3808,North,Lakeland,88761,Condo,1272,1,Yes
H3809,South,Hillview,48597,Townhouse,1381,1,Yes
H3810,East,Hillview,27734,Detached,1733,5,No
H3811,West,Springfield,44328,Apartment,3185,2,Yes
H3812,East,Lakeland,72487,Townhouse,2132,4,No
H3813,East,Springfield,75534,Detached,2227,5,Yes
H3814,North,Hillview,80404,Apartment,1937,6,Yes
H3815,South,Springfield,78456,Apartment,2121,5,No
H3816,South,Hillview,10393,Condo,2169,4,Yes
H3817,South,Springfield,92899,Condo,1704,4,No
H3818,North,Springfield,85175,Apartment,2816,2,Yes
H3819,East,Lakeland,27245,Townhouse,1542,4,Yes
H3820,East,Springfield,40090,Condo,3371,6,Yes
H3821,West,Springfield,55991,Apartment,2493,6,Yes
H3822,East,Rivertown,37341,Condo,552,1,No
H3823,East,Springfield,99586,Apartment,1377,1,Yes
H3824,South,Lakeland,59019,Apartment,2650,2,Yes
H3825,North,Rivertown,82674,Condo,2405,3,No
H3826,North,Springfield,39448,Condo,1155,2,Yes
H3827,South,Hillview,85095,Apartment,504,2,No
H3828,East,Rivertown,56564,Townhouse,2184,5,Yes
H3829,East,Springfield,61635,Apartment,3269,5,Yes
H3830,North,Hillview,80903,Detached,802,4,No
H3831,East,Springfield,79868,Condo,3231,5,No
H3832,South,Springfield,11676,Condo,3266,6,No
H3833,North,Rivertown,68237,Apartment,2590,2,No
H3834,North,Rivertown,53697,Townhouse,3475,3,Yes
H3835,East,Springfield,94438,Apartment,1055,2,No
H3836,North,Lakeland,73687,Apartment,2345,1,No
H3837,West,Rivertown,10576,Townhouse,933,5,No
H3838,East,Lakeland,89783,Apartment,1812,1,No
H3839,West,Springfield,80096,Apartment,595,2,Yes
H3840,East,Lakeland,48564,Condo,2618,5,No
H3841,North,Hillview,35218,Apartment,3465,6,Yes
H3842,South,Lakeland,64555,Detached,1078,4,No
H3843,West,Springfield,96241,Condo,3095,6,Yes
H3844,South,Hillview,14138,Condo,2752,3,No
H3845,West,Hillview,61035,Condo,2554,4,No
H3846,South,Rivertown,70424,Apartment,2470,1,Yes
H3847,North,Lakeland,53433,Condo,1856,3,No
H3848,West,Hillview,92323,Townhouse,2612,5,No
H3849,South,Springfield,70096,Detached,866,2,No
H3850,South,Rivertown,68620,Condo,1024,6,Yes
H3851,West,Springfield,36536,Condo,3120,2,No
H3852,East,Springfield,29776,Apartment,1413,3,Yes
H3853,West,Lakeland,20921,Townhouse,2457,1,No
H3854,East,Springfield,96944,Detached,1634,4,No
H3855,West,Lakeland,23814,Townhouse,1454,1,Yes
H3856,East,Rivertown,66038,Detached,1932,5,No
H3857,West,Hillview,19000,Townhouse,2091,5,Yes
H3858,West,Lakeland,18254,Apartment,1455,3,No
H3859,South,Springfield,14687,Townhouse,2764,4,No
H3860,South,Lakeland,66785,Apartment,1121,6,No
H3861,North,Hillview,74174,Apartment,2845,6,No
H3862,South,Lakeland,45713,Condo,2855,2,Yes
H3863,South,Springfield,82317,Townhouse,2354,5,Yes
H3864,South,Hillview,81598,Condo,1934,2,No
H3865,East,Springfield,78056,Townhouse,1130,4,No
H3866,East,Rivertown,28610,Townhouse,3444,1,Yes
H3867,East,Rivertown,87846,Condo,2668,4,Yes
H3868,West,Springfield,46834,Condo,2998,3,No
H3869,East,Springfield,29900,Townhouse,1174,3,No
H3870,West,Lakeland,97683,Townhouse,1875,6,Yes
H3871,West,Rivertown,60705,Apartment,633,3,Yes
H3872,North,Rivertown,14498,Apartment,1220,5,Yes
H3873,West,Hillview,70505,Condo,2526,6,Yes
H3874,North,Hillview,20474,Apartment,2482,5,No
H3875,East,Springfield,99214,Condo,1307,6,No
H3876,South,Hillview,93895,Condo,934,1,Yes
H3877,North,Lakeland,23891,Apartment,853,6,No
H3878,South,Lakeland,50481,Townhouse,3492,1,No
H3879,East,Lakeland,14355,Detached,2411,2,Yes
H3880,East,Springfield,76037,Townhouse,2527,6,Yes
H3881,North,Hillview,88002,Detached,3388,5,No
H3882,East,Hillview,52693,Condo,3210,3,Yes
H3883,South,Rivertown,82572,Apartment,911,6,Yes
H3884,South,Lakeland,69829,Condo,2878,4,Yes
H3885,East,Lakeland,43052,Condo,3451,2,No
H3886,East,Hillview,48922,Condo,1162,3,No
H3887,West,Springfield,43729,Detached,2467,1,No
H3888,North,Rivertown,41918,Townhouse,2699,1,Yes
H3889,West,Rivertown,80762,Apartment,848,5,No
H3890,South,Rivertown,31157,Townhouse,2972,3,No
H3891,West,Springfield,56023,Apartment,902,5,Yes
H3892,West,Hillview,53516,Detached,2031,3,No
H3893,West,Hillview,88868,Condo,2740,6,Yes
H3894,West,Hillview,29506,Apartment,728,1,Yes
H3895,West,Lakeland,23786,Condo,1853,3,No
H3896,East,Lakeland,87722,Condo,3441,4,No
H3897,North,Springfield,88164,Condo,1195,4,No
H3898,South,Lakeland,84238,Apartment,3022,6,No
H3899,South,Lakeland,41095,Apartment,1245,4,Yes
H3900,West,Hillview,19780,Apartment,2585,2,No
H3901,West,Rivertown,72374,Apartment,1621,5,No
H3902,West,Lakeland,69177,Detached,2038,1,No
H3903,North,Hillview,83684,Detached,2966,4,Yes
H3904,South,Hillview,43992,Detached,3339,5,Yes
H3905,North,Rivertown,45928,Condo,1886,6,No
H3906,South,Springfield,91131,Townhouse,934,5,No
H3907,West,Rivertown,50890,Detached,2582,3,Yes
H3908,North,Rivertown,53806,Townhouse,772,2,Yes
H3909,North,Hillview,60804,Detached,994,1,Yes
H3910,North,Rivertown,42623,Detached,1954,4,No
H3911,West,Springfield,72079,Townhouse,1555,4,No
H3912,West,Hillview,21089,Condo,2718,3,No
H3913,East,Lakeland,52901,Townhouse,2553,2,No
H3914,South,Lakeland,58521,Townhouse,1281,1,Yes
H3915,North,Lakeland,55683,Townhouse,2379,4,No
H3916,West,Lakeland,37639,Townhouse,2279,1,No
H3917,West,Springfield,16868,Townhouse,2943,2,No
H3918,South,Rivertown,29855,Detached,2397,1,No
H3919,South,Lakeland,58651,Apartment,2672,5,No
H3920,North,Lakeland,27626,Apartment,3066,5,Yes
H3921,South,Springfield,33088,Detached,1299,4,No
H3922,East,Hillview,28863,Detached,1159,6,Yes
H3923,South,Rivertown,92046,Condo,2945,5,Yes
H3924,West,Rivertown,39067,Apartment,3389,5,Yes
H3925,East,Rivertown,17735,Condo,2175,1,No
H3926,North,Rivertown,51253,Apartment,2586,6,Yes
H3927,North,Lakeland,58768,Condo,2853,5,No
H3928,South,Hillview,93342,Apartment,849,4,Yes
H3929,South,Springfield,21467,Detached,1344,2,No
H3930,West,Lakeland,92767,Condo,3100,3,No
H3931,West,Hillview,61016,Detached,2212,4,Yes
H3932,South,Lakeland,97295,Condo,1478,5,No
H3933,South,Lakeland,46150,Condo,1894,6,Yes
H3934,South,Hillview,43669,Apartment,2785,5,Yes
H3935,East,Springfield,83458,Condo,1642,4,No
H3936,South,Lakeland,90258,Condo,2293,3,Yes
H3937,West,Hillview,99595,Townhouse,1808,6,Yes
H3938,South,Rivertown,35161,Apartment,1567,6,Yes
H3939,East,Lakeland,47507,Apartment,2455,3,Yes
H3940,West,Springfield,33353,Detached,2971,1,No
H3941,West,Rivertown,63116,Condo,3204,5,No
H3942,North,Springfield,25840,Condo,3247,1,Yes
H3943,East,Lakeland,74386,Apartment,3395,5,Yes
H3944,North,Rivertown,49193,Condo,2121,4,No
H3945,South,Springfield,47315,Apartment,2776,2,No
H3946,East,Springfield,64090,Detached,2922,3,No
H3947,West,Springfield,38371,Apartment,1063,1,No
H3948,East,Springfield,77009,Condo,1619,5,Yes
H3949,West,Rivertown,75753,Detached,2352,2,No
H3950,North,Lakeland,65316,Detached,3467,2,Yes
H3951,East,Springfield,96083,Condo,1469,6,Yes
H3952,North,Lakeland,94519,Detached,2081,4,Yes
H3953,East,Springfield,72678,Detached,530,3,Yes
H3954,West,Hillview,57164,Apartment,2158,2,No
H3955,East,Hillview,40805,Detached,2218,5,No
H3956,North,Springfield,14138,Apartment,1374,5,No
H3957,North,Springfield,27456,Apartment,3273,2,Yes
H3958,West,Lakeland,91718,Apartment,2240,4,Yes
H3959,East,Springfield,55251,Condo,3407,3,No
H3960,West,Lakeland,54491,Townhouse,1876,1,Yes
H3961,North,Lakeland,97393,Detached,2386,6,No
H3962,North,Springfield,23053,Apartment,2632,3,Yes
H3963,North,Rivertown,10762,Condo,2489,4,Yes
H3964,South,Rivertown,70390,Townhouse,2551,6,Yes
H3965,North,Lakeland,89126,Detached,1270,1,No
H3966,East,Lakeland,90525,Detached,3308,1,Yes
H3967,East,Springfield,43149,Townhouse,673,5,Yes
H3968,East,Lakeland,25972,Condo,622,5,No
H3969,East,Lakeland,91051,Apartment,1893,6,Yes
H3970,South,Lakeland,33087,Townhouse,2418,5,No
H3971,West,Springfield,92058,Townhouse,1813,2,Yes
H3972,East,Hillview,17875,Detached,2230,1,No
H3973,South,Hillview,47403,Townhouse,1519,5,No
H3974,South,Springfield,19363,Apartment,2799,1,Yes
H3975,North,Hillview,69118,Detached,1250,2,No
H3976,South,Rivertown,47182,Detached,2771,2,No
H3977,West,Hillview,27568,Detached,1884,3,No
H3978,South,Hillview,60104,Condo,3155,5,Yes
H3979,East,Springfield,86966,Townhouse,2072,1,No
H3980,South,Lakeland,55616,Detached,2852,4,No
H3981,North,Lakeland,30944,Townhouse,894,5,No
H3982,South,Hillview,63026,Townhouse,988,3,Yes
H3983,East,Rivertown,47224,Townhouse,1447,4,Yes
H3984,South,Rivertown,93742,Apartment,1405,6,No
H3985,West,Lakeland,67702,Detached,2401,4,Yes
H3986,North,Lakeland,41535,Condo,1450,2,Yes
H3987,East,Hillview,27057,Detached,3020,5,Yes
H3988,South,Lakeland,78346,Apartment,1892,6,Yes
H3989,East,Springfield,28851,Townhouse,3310,4,No
H3990,East,Lakeland,48897,Detached,2659,6,No
H3991,East,Lakeland,88755,Condo,588,4,No
H3992,West,Hillview,69983,Townhouse,694,6,Yes
H3993,East,Rivertown,12442,Apartment,927,4,Yes
H3994,East,Springfield,82051,Condo,937,4,No
H3995,North,Hillview,72497,Townhouse,1974,5,No
H3996,South,Lakeland,33125,Condo,1142,6,No
H3997,South,Springfield,42795,Townhouse,2076,5,No
H3998,North,Springfield,87469,Townhouse,2339,2,No
H3999,South,Springfield,12473,Townhouse,917,3,No
H4000,South,Hillview,98832,Apartment,2539,5,No
H4001,North,Hillview,99062,Townhouse,1019,3,Yes
H4002,North,Lakeland,95473,Detached,3475,1,Yes
H4003,East,Springfield,73865,Apartment,2444,1,No
H4004,North,Springfield,99017,Detached,3259,1,No
H4005,South,Lakeland,38589,Apartment,2739,4,No
H4006,East,Lakeland,99689,Detached,1847,5,Yes
H4007,North,Hillview,26399,Apartment,2799,5,No
H4008,East,Springfield,81788,Townhouse,1797,2,No
H4009,West,Lakeland,45100,Detached,897,3,No
H4010,East,Lakeland,77074,Townhouse,1472,5,Yes
H4011,South,Springfield,58653,Townhouse,2756,3,No
H4012,West,Hillview,70060,Townhouse,2529,5,No
H4013,South,Hillview,39097,Townhouse,3277,3,Yes
H4014,South,Lakeland,24141,Apartment,2512,5,Yes
H4015,East,Hillview,93065,Apartment,2851,2,Yes
H4016,South,Rivertown,46422,Apartment,3060,2,Yes
H4017,South,Hillview,54081,Detached,1952,1,No
H4018,East,Hillview,75307,Detached,2847,5,Yes
H4019,North,Lakeland,55823,Apartment,1613,1,Yes
H4020,East,Hillview,99255,Townhouse,808,6,Yes
H4021,West,Lakeland,79811,Apartment,2408,2,Yes
H4022,West,Hillview,88497,Townhouse,804,5,Yes
H4023,East,Lakeland,94982,Detached,945,4,No
H4024,East,Springfield,92425,Condo,2772,5,No
H4025,East,Springfield,91926,Detached,3364,2,Yes
H4026,East,Rivertown,59674,Townhouse,964,3,No
H4027,North,Springfield,52585,Condo,2284,5,Yes
H4028,North,Hillview,34869,Apartment,1785,1,No
H4029,East,Hillview,67979,Townhouse,1704,4,No
H4030,West,Hillview,58782,Apartment,589,6,No
H4031,East,Lakeland,22716,Condo,3194,6,Yes
H4032,North,Hillview,66478,Detached,1888,6,No
H4033,East,Hillview,63705,Apartment,1800,6,No
H4034,West,Rivertown,25626,Townhouse,631,2,Yes
H4035,South,Lakeland,99952,Condo,2402,5,No
H4036,North,Lakeland,33198,Apartment,1777,3,No
H4037,West,Hillview,17096,Townhouse,3119,2,No
H4038,North,Rivertown,20720,Apartment,2573,2,Yes
H4039,East,Rivertown,51400,Apartment,2397,1,No
H4040,North,Rivertown,96096,Condo,2546,2,No
H4041,South,Rivertown,14975,Condo,2688,6,Yes
H4042,East,Lakeland,71369,Apartment,3158,2,Yes
H4043,East,Rivertown,19982,Townhouse,1072,4,No
H4044,East,Lakeland,58598,Townhouse,2090,1,Yes
H4045,North,Lakeland,36730,Detached,808,1,No
H4046,East,Hillview,78764,Detached,1970,5,No
H4047,South,Hillview,40172,Condo,1530,3,No
H4048,West,Rivertown,33100,Condo,793,1,Yes
H4049,East,Springfield,83500,Condo,1133,2,No
H4050,South,Rivertown,58859,Apartment,2265,3,Yes
H4051,South,Rivertown,51362,Townhouse,842,6,Yes
H4052,West,Hillview,84859,Detached,2753,5,No
H4053,West,Hillview,23262,Detached,867,6,Yes
H4054,North,Hillview,87983,Townhouse,2845,5,Yes
H4055,North,Lakeland,55638,Apartment,2435,4,No
H4056,West,Hillview,90165,Townhouse,2866,4,Yes
H4057,North,Springfield,27242,Townhouse,1999,3,Yes
H4058,West,Springfield,35803,Condo,1436,2,No
H4059,East,Lakeland,26196,Detached,1726,6,No
H4060,West,Rivertown,48024,Condo,2512,5,No
H4061,North,Rivertown,42932,Apartment,2144,2,Yes
H4062,East,Rivertown,76964,Townhouse,2062,6,No
H4063,East,Rivertown,59284,Detached,3159,1,Yes
H4064,West,Lakeland,42140,Condo,2830,6,No
H4065,North,Hillview,15153,Apartment,3299,2,No
H4066,West,Springfield,31231,Condo,3411,4,No
H4067,East,Rivertown,41774,Apartment,1346,3,No
H4068,South,Lakeland,66279,Detached,2812,4,No
H4069,North,Lakeland,37417,Townhouse,1543,4,No
H4070,West,Hillview,72435,Detached,961,6,Yes
H4071,West,Hillview,60092,Detached,876,6,No
H4072,East,Rivertown,95300,Detached,3156,2,No
H4073,East,Springfield,62050,Townhouse,611,2,No
H4074,East,Rivertown,84736,Apartment,1258,5,No
H4075,South,Lakeland,22135,Detached,3463,3,Yes
H4076,East,Rivertown,43189,Apartment,1706,5,Yes
H4077,North,Lakeland,77360,Townhouse,2359,6,No
H4078,South,Springfield,40310,Condo,530,2,Yes
H4079,East,Hillview,95924,Apartment,1837,2,No
H4080,South,Springfield,55026,Condo,3222,6,Yes
H4081,North,Hillview,86604,Condo,2122,5,Yes
H4082,North,Rivertown,17702,Townhouse,767,5,No
H4083,West,Springfield,97661,Townhouse,1893,5,No
H4084,South,Springfield,64949,Detached,2128,2,No
H4085,North,Rivertown,83762,Detached,1775,4,No
H4086,South,Lakeland,41346,Townhouse,2071,4,No
H4087,South,Hillview,53281,Detached,3264,6,No
H4088,West,Lakeland,95871,Apartment,2183,4,Yes
H4089,North,Rivertown,14598,Townhouse,3194,2,No
H4090,North,Lakeland,18311,Detached,2318,1,No
H4091,East,Springfield,29951,Condo,1133,6,No
H4092,West,Lakeland,62743,Townhouse,2047,2,No
H4093,West,Rivertown,37452,Apartment,2732,6,No
H4094,South,Rivertown,30535,Townhouse,1932,2,No
H4095,West,Hillview,91777,Detached,3038,4,Yes
H4096,West,Rivertown,12114,Detached,2554,3,No
H4097,West,Lakeland,66901,Condo,2400,3,No
H4098,North,Springfield,98536,Apartment,3325,4,No
H4099,West,Springfield,63080,Condo,2540,2,Yes
H4100,West,Springfield,10905,Condo,2076,6,Yes
H4101,North,Springfield,46199,Apartment,865,3,Yes
H4102,West,Rivertown,64567,Apartment,830,6,No
H4103,South,Lakeland,24759,Townhouse,2616,2,Yes
H4104,East,Rivertown,94347,Detached,2712,5,Yes
H4105,West,Lakeland,36747,Townhouse,2108,2,Yes
H4106,West,Lakeland,46111,Condo,3185,1,No
H4107,West,Rivertown,17732,Apartment,1206,1,No
H4108,South,Springfield,51542,Apartment,3370,4,No
H4109,North,Lakeland,28750,Townhouse,2232,4,Yes
H4110,East,Hillview,43280,Condo,1367,3,Yes
H4111,East,Rivertown,95732,Condo,2817,4,Yes
H4112,West,Lakeland,35447,Condo,3409,5,Yes
H4113,North,Lakeland,37304,Apartment,2009,2,No
H4114,North,Rivertown,82385,Detached,866,1,Yes
H4115,East,Lakeland,11121,Townhouse,958,2,Yes
H4116,North,Springfield,55530,Apartment,2431,6,Yes
H4117,East,Springfield,39588,Condo,1412,2,Yes
H4118,West,Lakeland,54623,Townhouse,2714,1,No
H4119,East,Springfield,74275,Condo,1250,6,No
H4120,East,Rivertown,84986,Condo,501,1,Yes
H4121,East,Lakeland,70293,Condo,864,1,Yes
H4122,North,Springfield,70218,Townhouse,1781,6,Yes
H4123,North,Hillview,60855,Apartment,1214,4,Yes
H4124,West,Springfield,65692,Condo,2716,6,Yes
H4125,South,Rivertown,33335,Condo,2531,1,No
H4126,East,Hillview,51423,Townhouse,1727,1,No
H4127,South,Lakeland,25288,Condo,2469,5,No
H4128,East,Springfield,23079,Townhouse,3185,2,Yes
H4129,East,Lakeland,31626,Condo,3452,5,No
H4130,West,Hillview,22668,Apartment,3141,4,No
H4131,West,Hillview,52732,Condo,1466,6,Yes
H4132,West,Rivertown,56285,Townhouse,2923,1,Yes
H4133,South,Lakeland,17021,Apartment,2032,5,Yes
H4134,West,Lakeland,42205,Apartment,3108,5,No
H4135,North,Springfield,56282,Townhouse,746,4,Yes
H4136,East,Lakeland,80516,Detached,512,1,No
H4137,West,Springfield,68496,Apartment,2660,3,Yes
H4138,West,Springfield,54146,Detached,1986,1,No
H4139,West,Rivertown,37538,Apartment,598,3,Yes
H4140,West,Lakeland,69592,Detached,2017,6,No
H4141,East,Springfield,55398,Apartment,1990,5,No
H4142,West,Rivertown,48872,Detached,1239,3,No
H4143,East,Springfield,28617,Condo,3324,3,Yes
H4144,West,Lakeland,65471,Townhouse,551,5,Yes
H4145,South,Lakeland,64965,Townhouse,3174,5,No
H4146,East,Hillview,75465,Condo,1297,1,No
H4147,North,Hillview,58038,Detached,3491,6,No
H4148,West,Lakeland,88890,Detached,693,2,No
H4149,East,Rivertown,67203,Detached,1533,2,No
H4150,North,Springfield,44671,Apartment,2706,2,No
H4151,East,Rivertown,44157,Condo,1486,2,No
H4152,North,Lakeland,16727,Townhouse,2826,1,Yes
H4153,East,Springfield,74281,Condo,558,4,No
H4154,South,Springfield,54196,Condo,1757,3,Yes
H4155,West,Rivertown,70510,Apartment,2463,5,No
H4156,South,Springfield,75512,Townhouse,2083,3,Yes
H4157,West,Rivertown,62987,Apartment,1851,3,Yes
H4158,East,Lakeland,14552,Detached,576,5,Yes
H4159,South,Hillview,12137,Townhouse,3465,4,Yes
H4160,South,Rivertown,66118,Townhouse,1629,6,No
H4161,North,Lakeland,84388,Condo,671,1,No
H4162,East,Springfield,37443,Townhouse,1422,1,Yes
H4163,East,Lakeland,83566,Townhouse,881,5,Yes
H4164,West,Lakeland,79796,Apartment,1844,4,No
H4165,West,Rivertown,40938,Apartment,1336,1,Yes
H4166,South,Lakeland,46367,Townhouse,622,5,No
H4167,West,Hillview,61720,Detached,3035,2,Yes
H4168,North,Springfield,31124,Apartment,2699,1,No
H4169,West,Hillview,21827,Condo,848,4,Yes
H4170,South,Springfield,64761,Townhouse,733,6,Yes
H4171,East,Springfield,70176,Townhouse,2416,1,No
H4172,East,Springfield,79366,Condo,1022,3,Yes
H4173,East,Hillview,84587,Condo,1227,2,No
H4174,South,Springfield,88120,Condo,772,4,No
H4175,South,Lakeland,89020,Condo,2042,5,No
H4176,North,Rivertown,54822,Townhouse,802,6,Yes
H4177,South,Rivertown,86593,Apartment,2357,5,Yes
H4178,North,Rivertown,26334,Townhouse,514,2,Yes
H4179,North,Springfield,56716,Townhouse,1223,2,No
H4180,West,Lakeland,98962,Townhouse,3293,4,Yes
H4181,West,Hillview,75241,Detached,680,1,No
H4182,South,Springfield,34233,Townhouse,2712,4,No
H4183,North,Lakeland,39300,Detached,1444,6,No
H4184,North,Springfield,45483,Detached,3273,1,No
H4185,East,Lakeland,79930,Detached,1414,6,Yes
