household_id,month,year,billing_cycle,payment_status,rate_per_kwh,cost_usd,total_kwh
H4330,Oct,2025,2025-4330-01 to 2025-4330-30,Pending,0.18,223.17,1239.81
H4331,Nov,2025,2025-4331-01 to 2025-4331-30,Paid,0.18,306.32,1701.7600000000002
H4332,Dec,2025,2025-4332-01 to 2025-4332-30,Paid,0.18,237.09,1317.16
H4333,Jan,2025,2025-4333-01 to 2025-4333-30,Pending,0.18,226.42,1257.88
H4334,Feb,2025,2025-4334-01 to 2025-4334-30,Pending,0.18,246.24,1367.9800000000002
H4335,Mar,2025,2025-4335-01 to 2025-4335-30,Pending,0.18,382.39,2124.41
H4336,Apr,2025,2025-4336-01 to 2025-4336-30,Paid,0.18,346.19,1923.2699999999998
H4337,May,2025,2025-4337-01 to 2025-4337-30,Pending,0.18,260.84,1449.1000000000001
H4338,Jun,2025,2025-4338-01 to 2025-4338-30,Paid,0.18,281.44,1563.58
H4339,Jul,2025,2025-4339-01 to 2025-4339-30,Pending,0.18,283.11,1572.8200000000002
H4340,Aug,2025,2025-4340-01 to 2025-4340-30,Unpaid,0.18,248.75,1381.97
H4341,Sep,2025,2025-4341-01 to 2025-4341-30,Unpaid,0.18,287.24,1595.77
H4342,Oct,2025,2025-4342-01 to 2025-4342-30,Unpaid,0.18,309.93,1721.8500000000001
H4343,Nov,2025,2025-4343-01 to 2025-4343-30,Unpaid,0.18,315.74,1754.11
H4344,Dec,2025,2025-4344-01 to 2025-4344-30,Pending,0.18,257.92,1432.8799999999999
H4345,Jan,2025,2025-4345-01 to 2025-4345-30,Paid,0.18,291.31,1618.4099999999996
H4346,Feb,2025,2025-4346-01 to 2025-4346-30,Paid,0.18,321.94,1788.5500000000002
H4347,Mar,2025,2025-4347-01 to 2025-4347-30,Paid,0.18,353.56,1964.2199999999998
H4348,Apr,2025,2025-4348-01 to 2025-4348-30,Pending,0.18,292.47,1624.84
H4349,May,2025,2025-4349-01 to 2025-4349-30,Paid,0.18,301.23,1673.49
H4350,Jun,2025,2025-4350-01 to 2025-4350-30,Paid,0.18,308.63,1714.6299999999999
H4351,Jul,2025,2025-4351-01 to 2025-4351-30,Paid,0.18,334.76,1859.7599999999998
H4352,Aug,2025,2025-4352-01 to 2025-4352-30,Pending,0.18,329.58,1830.98
H4353,Sep,2025,2025-4353-01 to 2025-4353-30,Paid,0.18,224.58,1247.6899999999998
H4354,Oct,2025,2025-4354-01 to 2025-4354-30,Unpaid,0.18,315.96,1755.3600000000001
H4355,Nov,2025,2025-4355-01 to 2025-4355-30,Pending,0.18,281.29,1562.72
H4356,Dec,2025,2025-4356-01 to 2025-4356-30,Pending,0.18,373.69,2076.0299999999997
H4357,Jan,2025,2025-4357-01 to 2025-4357-30,Paid,0.18,223.24,1240.24
H4358,Feb,2025,2025-4358-01 to 2025-4358-30,Unpaid,0.18,235.29,1307.18
H4359,Mar,2025,2025-4359-01 to 2025-4359-30,Pending,0.18,311.77,1732.06
H4360,Apr,2025,2025-4360-01 to 2025-4360-30,Paid,0.18,346.27,1923.7300000000002
H4361,May,2025,2025-4361-01 to 2025-4361-30,Pending,0.18,342.53,1902.9499999999998
H4362,Jun,2025,2025-4362-01 to 2025-4362-30,Pending,0.18,259.01,1438.97
H4363,Jul,2025,2025-4363-01 to 2025-4363-30,Pending,0.18,311.25,1729.15
H4364,Aug,2025,2025-4364-01 to 2025-4364-30,Paid,0.18,311.46,1730.3300000000002
H4365,Sep,2025,2025-4365-01 to 2025-4365-30,Paid,0.18,278.19,1545.49
H4366,Oct,2025,2025-4366-01 to 2025-4366-30,Pending,0.18,255.46,1419.2400000000002
H4367,Nov,2025,2025-4367-01 to 2025-4367-30,Pending,0.18,343.1,1906.1200000000001
H4368,Dec,2025,2025-4368-01 to 2025-4368-30,Pending,0.18,370.54,2058.56
H4369,Jan,2025,2025-4369-01 to 2025-4369-30,Paid,0.18,265.35,1474.18
H4370,Feb,2025,2025-4370-01 to 2025-4370-30,Paid,0.18,292.73,1626.2799999999995
H4371,Mar,2025,2025-4371-01 to 2025-4371-30,Pending,0.18,267.64,1486.87
H4372,Apr,2025,2025-4372-01 to 2025-4372-30,Pending,0.18,229.64,1275.8
H4373,May,2025,2025-4373-01 to 2025-4373-30,Unpaid,0.18,355.06,1972.5699999999997
H4374,Jun,2025,2025-4374-01 to 2025-4374-30,Pending,0.18,245.41,1363.37
H4375,Jul,2025,2025-4375-01 to 2025-4375-30,Unpaid,0.18,328.58,1825.4200000000003
H4376,Aug,2025,2025-4376-01 to 2025-4376-30,Pending,0.18,289.3,1607.2100000000003
H4377,Sep,2025,2025-4377-01 to 2025-4377-30,Pending,0.18,242.56,1347.5600000000002
H4378,Oct,2025,2025-4378-01 to 2025-4378-30,Pending,0.18,333.78,1854.3199999999997
H4379,Nov,2025,2025-4379-01 to 2025-4379-30,Unpaid,0.18,257.58,1430.9899999999998
H4380,Dec,2025,2025-4380-01 to 2025-4380-30,Unpaid,0.18,294.3,1634.98
H4381,Jan,2025,2025-4381-01 to 2025-4381-30,Paid,0.18,194.62,1081.23
H4382,Feb,2025,2025-4382-01 to 2025-4382-30,Unpaid,0.18,351.18,1950.9900000000002
H4383,Mar,2025,2025-4383-01 to 2025-4383-30,Paid,0.18,273.65,1520.3
H4384,Apr,2025,2025-4384-01 to 2025-4384-30,Pending,0.18,287.86,1599.2099999999998
H4385,May,2025,2025-4385-01 to 2025-4385-30,Paid,0.18,231.23,1284.6299999999999
H4386,Jun,2025,2025-4386-01 to 2025-4386-30,Paid,0.18,259.68,1442.6399999999999
H4387,Jul,2025,2025-4387-01 to 2025-4387-30,Paid,0.18,345.54,1919.6499999999999
H4388,Aug,2025,2025-4388-01 to 2025-4388-30,Pending,0.18,331.31,1840.6
H4389,Sep,2025,2025-4389-01 to 2025-4389-30,Unpaid,0.18,217.27,1207.0399999999997
H4390,Oct,2025,2025-4390-01 to 2025-4390-30,Paid,0.18,245.69,1364.96
H4391,Nov,2025,2025-4391-01 to 2025-4391-30,Paid,0.18,302.96,1683.1299999999999
H4392,Dec,2025,2025-4392-01 to 2025-4392-30,Paid,0.18,296.34,1646.33
H4393,Jan,2025,2025-4393-01 to 2025-4393-30,Paid,0.18,344.96,1916.47
H4394,Feb,2025,2025-4394-01 to 2025-4394-30,Unpaid,0.18,217.48,1208.23
H4395,Mar,2025,2025-4395-01 to 2025-4395-30,Pending,0.18,202.36,1124.2
H4396,Apr,2025,2025-4396-01 to 2025-4396-30,Paid,0.18,278.91,1549.52
H4397,May,2025,2025-4397-01 to 2025-4397-30,Pending,0.18,304.96,1694.2099999999998
H4398,Jun,2025,2025-4398-01 to 2025-4398-30,Paid,0.18,219.15,1217.48
H4399,Jul,2025,2025-4399-01 to 2025-4399-30,Paid,0.18,226.36,1257.53
H4400,Aug,2025,2025-4400-01 to 2025-4400-30,Unpaid,0.18,211.38,1174.32
H4401,Sep,2025,2025-4401-01 to 2025-4401-30,Unpaid,0.18,329.43,1830.1599999999999
H4402,Oct,2025,2025-4402-01 to 2025-4402-30,Unpaid,0.18,314.05,1744.72
H4403,Nov,2025,2025-4403-01 to 2025-4403-30,Unpaid,0.18,215.26,1195.9
H4404,Dec,2025,2025-4404-01 to 2025-4404-30,Pending,0.18,208.97,1160.95
H4405,Jan,2025,2025-4405-01 to 2025-4405-30,Paid,0.18,229.13,1272.9499999999998
H4406,Feb,2025,2025-4406-01 to 2025-4406-30,Pending,0.18,276.49,1536.03
H4407,Mar,2025,2025-4407-01 to 2025-4407-30,Unpaid,0.18,226.36,1257.54
H4408,Apr,2025,2025-4408-01 to 2025-4408-30,Paid,0.18,331.51,1841.6999999999998
H4409,May,2025,2025-4409-01 to 2025-4409-30,Paid,0.18,296.96,1649.7999999999997
H4410,Jun,2025,2025-4410-01 to 2025-4410-30,Unpaid,0.18,312.34,1735.23
H4411,Jul,2025,2025-4411-01 to 2025-4411-30,Paid,0.18,280.69,1559.41
H4412,Aug,2025,2025-4412-01 to 2025-4412-30,Pending,0.18,293.26,1629.23
H4413,Sep,2025,2025-4413-01 to 2025-4413-30,Unpaid,0.18,306.61,1703.41
H4414,Oct,2025,2025-4414-01 to 2025-4414-30,Pending,0.18,264.42,1469.01
H4415,Nov,2025,2025-4415-01 to 2025-4415-30,Pending,0.18,204.41,1135.6200000000001
H4416,Dec,2025,2025-4416-01 to 2025-4416-30,Pending,0.18,296.38,1646.55
H4417,Jan,2025,2025-4417-01 to 2025-4417-30,Paid,0.18,276.96,1538.64
H4418,Feb,2025,2025-4418-01 to 2025-4418-30,Paid,0.18,218.78,1215.47
H4419,Mar,2025,2025-4419-01 to 2025-4419-30,Unpaid,0.18,365.16,2028.64
H4420,Apr,2025,2025-4420-01 to 2025-4420-30,Unpaid,0.18,233.21,1295.6000000000001
H4421,May,2025,2025-4421-01 to 2025-4421-30,Paid,0.18,326.55,1814.1800000000003
H4422,Jun,2025,2025-4422-01 to 2025-4422-30,Paid,0.18,264.9,1471.6399999999999
H4423,Jul,2025,2025-4423-01 to 2025-4423-30,Unpaid,0.18,312.28,1734.9
H4424,Aug,2025,2025-4424-01 to 2025-4424-30,Unpaid,0.18,290.39,1613.28
H4425,Sep,2025,2025-4425-01 to 2025-4425-30,Pending,0.18,322.91,1793.9299999999998
H4426,Oct,2025,2025-4426-01 to 2025-4426-30,Pending,0.18,222.05,1233.5900000000001
H4427,Nov,2025,2025-4427-01 to 2025-4427-30,Paid,0.18,298.32,1657.36
H4428,Dec,2025,2025-4428-01 to 2025-4428-30,Paid,0.18,330.84,1838.02
H4429,Jan,2025,2025-4429-01 to 2025-4429-30,Unpaid,0.18,199.04,1105.7599999999998
H4430,Feb,2025,2025-4430-01 to 2025-4430-30,Paid,0.18,280.83,1560.19
H4431,Mar,2025,2025-4431-01 to 2025-4431-30,Paid,0.18,204.75,1137.52
H4432,Apr,2025,2025-4432-01 to 2025-4432-30,Unpaid,0.18,268.98,1494.3099999999997
H4433,May,2025,2025-4433-01 to 2025-4433-30,Pending,0.18,306.27,1701.5100000000002
H4434,Jun,2025,2025-4434-01 to 2025-4434-30,Unpaid,0.18,322.3,1790.5400000000002
H4435,Jul,2025,2025-4435-01 to 2025-4435-30,Pending,0.18,293.03,1627.92
H4436,Aug,2025,2025-4436-01 to 2025-4436-30,Unpaid,0.18,282.0,1566.69
H4437,Sep,2025,2025-4437-01 to 2025-4437-30,Paid,0.18,318.55,1769.7099999999998
H4438,Oct,2025,2025-4438-01 to 2025-4438-30,Unpaid,0.18,334.71,1859.49
H4439,Nov,2025,2025-4439-01 to 2025-4439-30,Pending,0.18,236.86,1315.9
H4440,Dec,2025,2025-4440-01 to 2025-4440-30,Unpaid,0.18,240.65,1336.9599999999998
H4441,Jan,2025,2025-4441-01 to 2025-4441-30,Paid,0.18,280.01,1555.6
H4442,Feb,2025,2025-4442-01 to 2025-4442-30,Pending,0.18,319.69,1776.0399999999997
H4443,Mar,2025,2025-4443-01 to 2025-4443-30,Pending,0.18,281.67,1564.8600000000001
H4444,Apr,2025,2025-4444-01 to 2025-4444-30,Unpaid,0.18,311.11,1728.3999999999999
H4445,May,2025,2025-4445-01 to 2025-4445-30,Pending,0.18,281.74,1565.1999999999998
H4446,Jun,2025,2025-4446-01 to 2025-4446-30,Pending,0.18,254.56,1414.2099999999998
H4447,Jul,2025,2025-4447-01 to 2025-4447-30,Unpaid,0.18,233.38,1296.5300000000002
H4448,Aug,2025,2025-4448-01 to 2025-4448-30,Pending,0.18,278.51,1547.29
H4449,Sep,2025,2025-4449-01 to 2025-4449-30,Pending,0.18,264.16,1467.5299999999997
H4450,Oct,2025,2025-4450-01 to 2025-4450-30,Unpaid,0.18,297.19,1651.0599999999997
H4451,Nov,2025,2025-4451-01 to 2025-4451-30,Paid,0.18,207.04,1150.25
H4452,Dec,2025,2025-4452-01 to 2025-4452-30,Pending,0.18,252.89,1404.96
H4453,Jan,2025,2025-4453-01 to 2025-4453-30,Unpaid,0.18,311.11,1728.41
H4454,Feb,2025,2025-4454-01 to 2025-4454-30,Paid,0.18,205.29,1140.48
H4455,Mar,2025,2025-4455-01 to 2025-4455-30,Unpaid,0.18,306.59,1703.27
H4456,Apr,2025,2025-4456-01 to 2025-4456-30,Unpaid,0.18,229.95,1277.48
H4457,May,2025,2025-4457-01 to 2025-4457-30,Paid,0.18,245.71,1365.0300000000002
H4458,Jun,2025,2025-4458-01 to 2025-4458-30,Unpaid,0.18,228.13,1267.4
H4459,Jul,2025,2025-4459-01 to 2025-4459-30,Pending,0.18,295.68,1642.6799999999998
H4460,Aug,2025,2025-4460-01 to 2025-4460-30,Paid,0.18,180.55,1003.03
H4461,Sep,2025,2025-4461-01 to 2025-4461-30,Paid,0.18,227.65,1264.71
H4462,Oct,2025,2025-4462-01 to 2025-4462-30,Paid,0.18,256.43,1424.63
H4463,Nov,2025,2025-4463-01 to 2025-4463-30,Paid,0.18,293.01,1627.8500000000001
H4464,Dec,2025,2025-4464-01 to 2025-4464-30,Pending,0.18,319.44,1774.6599999999999
H4465,Jan,2025,2025-4465-01 to 2025-4465-30,Paid,0.18,273.0,1516.65
H4466,Feb,2025,2025-4466-01 to 2025-4466-30,Pending,0.18,262.6,1458.9
H4467,Mar,2025,2025-4467-01 to 2025-4467-30,Paid,0.18,240.93,1338.5
H4468,Apr,2025,2025-4468-01 to 2025-4468-30,Pending,0.18,262.27,1457.04
H4469,May,2025,2025-4469-01 to 2025-4469-30,Unpaid,0.18,278.61,1547.81
H4470,Jun,2025,2025-4470-01 to 2025-4470-30,Pending,0.18,341.54,1897.4399999999998
H4471,Jul,2025,2025-4471-01 to 2025-4471-30,Pending,0.18,317.82,1765.69
H4472,Aug,2025,2025-4472-01 to 2025-4472-30,Pending,0.18,292.21,1623.3799999999999
H4473,Sep,2025,2025-4473-01 to 2025-4473-30,Unpaid,0.18,331.16,1839.79
H4474,Oct,2025,2025-4474-01 to 2025-4474-30,Unpaid,0.18,281.85,1565.85
H4475,Nov,2025,2025-4475-01 to 2025-4475-30,Unpaid,0.18,268.45,1491.37
H4476,Dec,2025,2025-4476-01 to 2025-4476-30,Paid,0.18,277.11,1539.4900000000002
H4477,Jan,2025,2025-4477-01 to 2025-4477-30,Paid,0.18,305.52,1697.3199999999997
H4478,Feb,2025,2025-4478-01 to 2025-4478-30,Unpaid,0.18,254.45,1413.6200000000003
H4479,Mar,2025,2025-4479-01 to 2025-4479-30,Pending,0.18,256.4,1424.42
H4480,Apr,2025,2025-4480-01 to 2025-4480-30,Pending,0.18,316.61,1758.94
H4481,May,2025,2025-4481-01 to 2025-4481-30,Pending,0.18,244.94,1360.77
H4482,Jun,2025,2025-4482-01 to 2025-4482-30,Paid,0.18,341.31,1896.15
H4483,Jul,2025,2025-4483-01 to 2025-4483-30,Unpaid,0.18,227.86,1265.88
H4484,Aug,2025,2025-4484-01 to 2025-4484-30,Pending,0.18,233.61,1297.86
H4485,Sep,2025,2025-4485-01 to 2025-4485-30,Paid,0.18,269.34,1496.36
H4486,Oct,2025,2025-4486-01 to 2025-4486-30,Paid,0.18,270.38,1502.1
H4487,Nov,2025,2025-4487-01 to 2025-4487-30,Paid,0.18,297.69,1653.82
H4488,Dec,2025,2025-4488-01 to 2025-4488-30,Unpaid,0.18,307.96,1710.88
H4489,Jan,2025,2025-4489-01 to 2025-4489-30,Pending,0.18,313.53,1741.8099999999997
H4490,Feb,2025,2025-4490-01 to 2025-4490-30,Unpaid,0.18,313.62,1742.32
H4491,Mar,2025,2025-4491-01 to 2025-4491-30,Paid,0.18,331.47,1841.5
H4492,Apr,2025,2025-4492-01 to 2025-4492-30,Paid,0.18,251.15,1395.2800000000002
H4493,May,2025,2025-4493-01 to 2025-4493-30,Pending,0.18,259.36,1440.9
H4494,Jun,2025,2025-4494-01 to 2025-4494-30,Pending,0.18,293.67,1631.5200000000002
H4495,Jul,2025,2025-4495-01 to 2025-4495-30,Paid,0.18,223.46,1241.47
H4496,Aug,2025,2025-4496-01 to 2025-4496-30,Unpaid,0.18,321.69,1787.15
H4497,Sep,2025,2025-4497-01 to 2025-4497-30,Unpaid,0.18,251.07,1394.85
H4498,Oct,2025,2025-4498-01 to 2025-4498-30,Unpaid,0.18,282.99,1572.17
H4499,Nov,2025,2025-4499-01 to 2025-4499-30,Pending,0.18,271.72,1509.5799999999997
H4500,Dec,2025,2025-4500-01 to 2025-4500-30,Unpaid,0.18,315.22,1751.2400000000002
H4501,Jan,2025,2025-4501-01 to 2025-4501-30,Pending,0.18,234.46,1302.55
H4502,Feb,2025,2025-4502-01 to 2025-4502-30,Paid,0.18,234.71,1303.93
H4503,Mar,2025,2025-4503-01 to 2025-4503-30,Unpaid,0.18,261.79,1454.41
H4504,Apr,2025,2025-4504-01 to 2025-4504-30,Unpaid,0.18,275.23,1529.08
H4505,May,2025,2025-4505-01 to 2025-4505-30,Pending,0.18,310.31,1723.9500000000005
H4506,Jun,2025,2025-4506-01 to 2025-4506-30,Paid,0.18,211.22,1173.44
H4507,Jul,2025,2025-4507-01 to 2025-4507-30,Unpaid,0.18,233.75,1298.6
H4508,Aug,2025,2025-4508-01 to 2025-4508-30,Pending,0.18,241.51,1341.73
H4509,Sep,2025,2025-4509-01 to 2025-4509-30,Pending,0.18,357.41,1985.6200000000001
H4510,Oct,2025,2025-4510-01 to 2025-4510-30,Pending,0.18,217.15,1206.37
H4511,Nov,2025,2025-4511-01 to 2025-4511-30,Unpaid,0.18,195.29,1084.95
H4512,Dec,2025,2025-4512-01 to 2025-4512-30,Pending,0.18,341.12,1895.13
H4513,Jan,2025,2025-4513-01 to 2025-4513-30,Unpaid,0.18,244.77,1359.81
H4514,Feb,2025,2025-4514-01 to 2025-4514-30,Unpaid,0.18,234.48,1302.65
H4515,Mar,2025,2025-4515-01 to 2025-4515-30,Pending,0.18,282.19,1567.73
H4516,Apr,2025,2025-4516-01 to 2025-4516-30,Unpaid,0.18,270.09,1500.5000000000002
H4517,May,2025,2025-4517-01 to 2025-4517-30,Pending,0.18,201.66,1120.3500000000001
H4518,Jun,2025,2025-4518-01 to 2025-4518-30,Pending,0.18,236.82,1315.67
H4519,Jul,2025,2025-4519-01 to 2025-4519-30,Paid,0.18,307.61,1708.97
H4520,Aug,2025,2025-4520-01 to 2025-4520-30,Pending,0.18,273.12,1517.3600000000001
H4521,Sep,2025,2025-4521-01 to 2025-4521-30,Pending,0.18,293.4,1629.9899999999998
H4522,Oct,2025,2025-4522-01 to 2025-4522-30,Pending,0.18,359.48,1997.1000000000001
H4523,Nov,2025,2025-4523-01 to 2025-4523-30,Unpaid,0.18,230.97,1283.16
H4524,Dec,2025,2025-4524-01 to 2025-4524-30,Paid,0.18,291.14,1617.4199999999998
H4525,Jan,2025,2025-4525-01 to 2025-4525-30,Paid,0.18,302.54,1680.79
H4526,Feb,2025,2025-4526-01 to 2025-4526-30,Pending,0.18,258.49,1436.04
H4527,Mar,2025,2025-4527-01 to 2025-4527-30,Pending,0.18,285.01,1583.3799999999999
H4528,Apr,2025,2025-4528-01 to 2025-4528-30,Paid,0.18,227.2,1262.1999999999998
H4529,May,2025,2025-4529-01 to 2025-4529-30,Unpaid,0.18,366.2,2034.46
H4530,Jun,2025,2025-4530-01 to 2025-4530-30,Unpaid,0.18,325.7,1809.46
H4531,Jul,2025,2025-4531-01 to 2025-4531-30,Paid,0.18,194.75,1081.9699999999998
H4532,Aug,2025,2025-4532-01 to 2025-4532-30,Paid,0.18,224.99,1249.9499999999998
H4533,Sep,2025,2025-4533-01 to 2025-4533-30,Paid,0.18,328.41,1824.5099999999995
H4534,Oct,2025,2025-4534-01 to 2025-4534-30,Pending,0.18,212.66,1181.4700000000003
H4535,Nov,2025,2025-4535-01 to 2025-4535-30,Pending,0.18,321.73,1787.3699999999997
H4536,Dec,2025,2025-4536-01 to 2025-4536-30,Paid,0.18,257.38,1429.8799999999999
H4537,Jan,2025,2025-4537-01 to 2025-4537-30,Paid,0.18,250.03,1389.0500000000002
H4538,Feb,2025,2025-4538-01 to 2025-4538-30,Pending,0.18,276.72,1537.35
H4539,Mar,2025,2025-4539-01 to 2025-4539-30,Pending,0.18,335.75,1865.2699999999998
H4540,Apr,2025,2025-4540-01 to 2025-4540-30,Pending,0.18,202.07,1122.62
H4541,May,2025,2025-4541-01 to 2025-4541-30,Unpaid,0.18,314.7,1748.3100000000002
H4542,Jun,2025,2025-4542-01 to 2025-4542-30,Pending,0.18,277.2,1539.98
H4543,Jul,2025,2025-4543-01 to 2025-4543-30,Unpaid,0.18,207.19,1151.04
H4544,Aug,2025,2025-4544-01 to 2025-4544-30,Pending,0.18,264.75,1470.84
H4545,Sep,2025,2025-4545-01 to 2025-4545-30,Pending,0.18,265.27,1473.71
H4546,Oct,2025,2025-4546-01 to 2025-4546-30,Unpaid,0.18,342.5,1902.79
H4547,Nov,2025,2025-4547-01 to 2025-4547-30,Paid,0.18,338.13,1878.4800000000002
H4548,Dec,2025,2025-4548-01 to 2025-4548-30,Pending,0.18,248.25,1379.17
H4549,Jan,2025,2025-4549-01 to 2025-4549-30,Paid,0.18,302.0,1677.7700000000002
H4550,Feb,2025,2025-4550-01 to 2025-4550-30,Unpaid,0.18,193.73,1076.29
H4551,Mar,2025,2025-4551-01 to 2025-4551-30,Pending,0.18,192.06,1066.99
H4552,Apr,2025,2025-4552-01 to 2025-4552-30,Paid,0.18,261.59,1453.2800000000004
H4553,May,2025,2025-4553-01 to 2025-4553-30,Unpaid,0.18,230.2,1278.87
H4554,Jun,2025,2025-4554-01 to 2025-4554-30,Unpaid,0.18,190.65,1059.18
H4555,Jul,2025,2025-4555-01 to 2025-4555-30,Pending,0.18,340.22,1890.13
H4556,Aug,2025,2025-4556-01 to 2025-4556-30,Unpaid,0.18,342.93,1905.19
H4557,Sep,2025,2025-4557-01 to 2025-4557-30,Unpaid,0.18,215.26,1195.8799999999999
H4558,Oct,2025,2025-4558-01 to 2025-4558-30,Paid,0.18,272.12,1511.8
H4559,Nov,2025,2025-4559-01 to 2025-4559-30,Pending,0.18,288.57,1603.1800000000003
H4560,Dec,2025,2025-4560-01 to 2025-4560-30,Paid,0.18,332.99,1849.96
H4561,Jan,2025,2025-4561-01 to 2025-4561-30,Pending,0.18,286.18,1589.9
H4562,Feb,2025,2025-4562-01 to 2025-4562-30,Unpaid,0.18,235.99,1311.06
H4563,Mar,2025,2025-4563-01 to 2025-4563-30,Unpaid,0.18,319.88,1777.1299999999999
H4564,Apr,2025,2025-4564-01 to 2025-4564-30,Paid,0.18,280.95,1560.8300000000002
H4565,May,2025,2025-4565-01 to 2025-4565-30,Pending,0.18,281.65,1564.75
H4566,Jun,2025,2025-4566-01 to 2025-4566-30,Unpaid,0.18,222.76,1237.53
H4567,Jul,2025,2025-4567-01 to 2025-4567-30,Unpaid,0.18,266.13,1478.4800000000002
H4568,Aug,2025,2025-4568-01 to 2025-4568-30,Paid,0.18,348.17,1934.2599999999995
H4569,Sep,2025,2025-4569-01 to 2025-4569-30,Unpaid,0.18,267.06,1483.68
H4570,Oct,2025,2025-4570-01 to 2025-4570-30,Paid,0.18,340.79,1893.2699999999998
H4571,Nov,2025,2025-4571-01 to 2025-4571-30,Pending,0.18,225.57,1253.19
H4572,Dec,2025,2025-4572-01 to 2025-4572-30,Paid,0.18,249.13,1384.0800000000004
H4573,Jan,2025,2025-4573-01 to 2025-4573-30,Unpaid,0.18,225.07,1250.4100000000003
H4574,Feb,2025,2025-4574-01 to 2025-4574-30,Pending,0.18,308.28,1712.6499999999999
H4575,Mar,2025,2025-4575-01 to 2025-4575-30,Pending,0.18,216.73,1204.07
H4576,Apr,2025,2025-4576-01 to 2025-4576-30,Pending,0.18,287.9,1599.47
H4577,May,2025,2025-4577-01 to 2025-4577-30,Pending,0.18,322.63,1792.39
H4578,Jun,2025,2025-4578-01 to 2025-4578-30,Pending,0.18,303.3,1685.0
H4579,Jul,2025,2025-4579-01 to 2025-4579-30,Pending,0.18,240.34,1335.21
H4580,Aug,2025,2025-4580-01 to 2025-4580-30,Paid,0.18,202.44,1124.6899999999998
H4581,Sep,2025,2025-4581-01 to 2025-4581-30,Unpaid,0.18,233.28,1296.02
H4582,Oct,2025,2025-4582-01 to 2025-4582-30,Paid,0.18,234.66,1303.66
H4583,Nov,2025,2025-4583-01 to 2025-4583-30,Unpaid,0.18,271.58,1508.79
H4584,Dec,2025,2025-4584-01 to 2025-4584-30,Pending,0.18,207.47,1152.6299999999999
H4585,Jan,2025,2025-4585-01 to 2025-4585-30,Pending,0.18,237.45,1319.1899999999998
H4586,Feb,2025,2025-4586-01 to 2025-4586-30,Pending,0.18,258.53,1436.3000000000002
H4587,Mar,2025,2025-4587-01 to 2025-4587-30,Pending,0.18,306.03,1700.19
H4588,Apr,2025,2025-4588-01 to 2025-4588-30,Paid,0.18,233.45,1296.9699999999998
H4589,May,2025,2025-4589-01 to 2025-4589-30,Pending,0.18,229.57,1275.3899999999999
H4590,Jun,2025,2025-4590-01 to 2025-4590-30,Unpaid,0.18,259.42,1441.21
H4591,Jul,2025,2025-4591-01 to 2025-4591-30,Unpaid,0.18,300.07,1667.0799999999997
H4592,Aug,2025,2025-4592-01 to 2025-4592-30,Paid,0.18,210.16,1167.54
H4593,Sep,2025,2025-4593-01 to 2025-4593-30,Unpaid,0.18,300.87,1671.5
H4594,Oct,2025,2025-4594-01 to 2025-4594-30,Unpaid,0.18,298.82,1660.0900000000001
H4595,Nov,2025,2025-4595-01 to 2025-4595-30,Pending,0.18,246.92,1371.79
H4596,Dec,2025,2025-4596-01 to 2025-4596-30,Paid,0.18,325.38,1807.6899999999998
H4597,Jan,2025,2025-4597-01 to 2025-4597-30,Paid,0.18,308.77,1715.4
H4598,Feb,2025,2025-4598-01 to 2025-4598-30,Paid,0.18,242.77,1348.7
H4599,Mar,2025,2025-4599-01 to 2025-4599-30,Unpaid,0.18,263.92,1466.2300000000002
H4600,Apr,2025,2025-4600-01 to 2025-4600-30,Unpaid,0.18,319.23,1773.48
H4601,May,2025,2025-4601-01 to 2025-4601-30,Pending,0.18,279.09,1550.5099999999998
H4602,Jun,2025,2025-4602-01 to 2025-4602-30,Unpaid,0.18,355.93,1977.4
H4603,Jul,2025,2025-4603-01 to 2025-4603-30,Unpaid,0.18,310.31,1723.92
H4604,Aug,2025,2025-4604-01 to 2025-4604-30,Unpaid,0.18,311.34,1729.6399999999999
H4605,Sep,2025,2025-4605-01 to 2025-4605-30,Paid,0.18,269.45,1496.95
H4606,Oct,2025,2025-4606-01 to 2025-4606-30,Pending,0.18,266.37,1479.8200000000002
H4607,Nov,2025,2025-4607-01 to 2025-4607-30,Paid,0.18,321.71,1787.2700000000004
H4608,Dec,2025,2025-4608-01 to 2025-4608-30,Unpaid,0.18,299.61,1664.52
H4609,Jan,2025,2025-4609-01 to 2025-4609-30,Paid,0.18,241.68,1342.6499999999999
H4610,Feb,2025,2025-4610-01 to 2025-4610-30,Paid,0.18,313.01,1738.9299999999998
H4611,Mar,2025,2025-4611-01 to 2025-4611-30,Pending,0.18,357.57,1986.51
H4612,Apr,2025,2025-4612-01 to 2025-4612-30,Paid,0.18,272.9,1516.1
H4613,May,2025,2025-4613-01 to 2025-4613-30,Pending,0.18,308.37,1713.15
H4614,Jun,2025,2025-4614-01 to 2025-4614-30,Pending,0.18,270.05,1500.26
H4615,Jul,2025,2025-4615-01 to 2025-4615-30,Unpaid,0.18,325.39,1807.7399999999998
H4616,Aug,2025,2025-4616-01 to 2025-4616-30,Unpaid,0.18,329.2,1828.8999999999999
H4617,Sep,2025,2025-4617-01 to 2025-4617-30,Unpaid,0.18,278.06,1544.7899999999997
H4618,Oct,2025,2025-4618-01 to 2025-4618-30,Pending,0.18,214.34,1190.7500000000002
