household_id,kwh_usage_fridge,kwh_usage_heater,kwh_usage_AC,kwh_usage_washer,kwh_usage_dryer,kwh_usage_oven,kwh_usage_microwave,kwh_usage_TV,kwh_usage_computer,kwh_usage_lighting
H3954,42.25,243.22,180.55,72.78,15.73,227.75,37.12,289.65,181.52,249.85
H3955,114.9,159.37,247.19,115.97,29.41,181.76,46.74,196.29,278.4,13.35
H3956,155.92,105.78,283.31,286.44,49.99,183.15,177.13,279.14,176.45,201.29
H3957,158.57,297.35,229.02,159.54,83.12,270.83,252.54,161.13,132.98,148.14
H3958,30.33,88.74,269.63,287.35,126.62,102.8,250.72,224.25,74.81,256.83
H3959,114.83,274.21,98.33,103.99,74.81,249.48,169.57,64.54,185.98,28.65
H3960,294.94,209.0,230.56,131.94,285.18,123.6,259.79,136.23,66.52,31.63
H3961,101.6,60.01,55.46,79.88,242.09,219.03,260.56,274.66,147.49,93.31
H3962,33.07,297.89,98.51,38.27,265.27,164.66,231.24,153.84,166.43,128.81
H3963,228.49,253.39,59.01,37.79,60.66,235.31,221.95,69.32,84.75,119.08
H3964,286.21,109.15,217.74,251.56,282.76,242.57,14.44,34.54,187.53,87.35
H3965,200.37,72.12,40.34,253.06,88.97,110.51,132.52,123.42,271.44,181.2
H3966,183.49,185.13,248.81,227.86,79.38,56.7,108.68,61.68,267.07,106.23
H3967,244.27,174.77,253.27,87.44,82.26,203.14,172.82,24.65,167.0,114.81
H3968,84.77,232.03,167.53,106.59,46.87,90.28,85.01,220.96,22.97,119.23
H3969,94.85,260.02,114.08,189.64,89.65,66.51,243.46,263.7,151.17,116.41
H3970,244.76,109.34,204.4,256.72,211.79,152.26,134.2,235.35,82.2,64.08
H3971,265.18,220.71,20.5,289.4,219.83,228.56,186.73,265.09,37.13,284.48
H3972,212.47,99.84,159.42,98.87,153.69,242.74,259.7,294.05,154.29,287.73
H3973,155.47,164.89,189.18,276.21,23.43,151.43,249.8,122.54,32.51,42.55
H3974,52.36,162.81,39.93,187.09,274.65,39.46,191.16,144.37,158.91,290.77
H3975,239.27,173.62,266.21,104.43,192.32,98.28,59.25,228.81,171.49,38.53
H3976,150.17,46.23,51.26,100.82,92.35,280.27,284.57,37.0,95.18,62.91
H3977,212.07,130.1,216.17,156.47,178.99,34.97,197.01,258.6,265.95,285.35
H3978,31.81,296.17,48.46,175.42,243.56,275.76,189.04,102.12,200.98,291.41
H3979,122.12,67.35,167.28,208.06,124.8,237.09,156.14,29.07,293.38,249.56
H3980,207.74,178.95,33.95,39.43,288.62,40.15,193.95,118.44,163.01,84.27
H3981,255.26,281.48,82.72,162.0,245.41,241.42,166.14,169.57,268.5,186.86
H3982,19.74,280.74,35.33,83.02,170.01,233.12,286.75,19.96,22.6,232.3
H3983,222.67,152.52,53.16,27.85,204.34,134.92,292.55,221.27,225.59,195.67
H3984,159.33,86.58,54.56,109.23,135.76,210.04,103.47,117.27,237.14,134.46
H3985,239.0,13.57,71.02,269.45,19.39,13.96,175.6,295.66,231.15,295.61
H3986,107.59,128.16,71.4,96.04,187.39,32.18,261.46,145.75,264.11,73.97
H3987,101.14,142.71,210.01,253.16,255.39,100.46,86.57,208.63,155.31,131.52
H3988,290.47,214.79,33.23,34.33,81.48,152.03,48.87,90.41,245.01,130.55
H3989,280.08,167.89,162.48,184.27,67.49,61.83,92.89,92.06,209.09,266.64
H3990,278.66,270.71,266.64,51.06,117.84,108.07,108.85,280.32,200.92,151.83
H3991,298.47,264.02,247.11,21.84,182.91,175.68,210.72,49.83,52.13,179.84
H3992,285.55,219.61,229.15,202.41,52.82,141.13,22.4,86.03,58.7,75.84
H3993,285.97,237.97,67.65,185.35,46.67,11.55,204.52,84.14,215.53,153.96
H3994,201.29,257.4,150.44,278.31,227.42,228.38,16.8,43.48,143.65,74.71
H3995,226.66,286.78,97.69,194.16,200.91,39.01,53.91,159.31,14.09,119.63
H3996,94.39,182.0,290.77,30.22,151.95,40.38,122.92,187.41,224.34,251.84
H3997,244.18,247.98,121.19,270.77,188.73,48.19,181.65,60.57,36.74,23.58
H3998,38.18,283.72,253.67,221.43,291.68,153.84,88.88,142.42,29.27,155.12
H3999,225.99,104.46,101.28,80.46,63.43,116.18,81.92,139.45,37.34,86.7
H4000,165.39,270.95,227.95,58.84,145.43,226.89,255.03,45.26,85.72,154.51
H4001,126.48,245.69,153.62,151.01,122.0,276.93,203.72,74.1,68.18,231.05
H4002,138.84,182.31,291.42,130.09,280.88,51.75,111.18,16.03,66.71,276.43
H4003,203.74,220.33,21.5,48.15,283.64,24.95,102.83,46.37,152.17,277.34
H4004,270.17,136.73,210.74,53.58,180.58,145.21,33.21,91.82,138.39,24.68
H4005,106.86,210.95,246.46,292.79,111.9,192.03,246.96,11.96,291.37,78.64
H4006,41.02,28.54,27.09,113.09,229.11,190.68,18.01,154.27,92.76,271.4
H4007,149.32,216.02,147.67,200.26,208.24,186.89,239.41,138.89,138.16,100.97
H4008,233.42,42.45,136.53,36.6,178.69,123.33,213.82,27.4,240.58,130.45
H4009,31.64,212.54,272.97,221.68,241.99,119.31,254.66,260.95,54.38,234.43
H4010,56.79,169.38,288.58,92.0,183.4,289.28,24.56,46.48,207.58,205.06
H4011,88.29,112.81,298.98,176.45,71.73,284.69,17.09,67.75,168.63,176.42
H4012,135.24,284.89,236.17,213.69,48.22,117.68,237.08,26.52,221.63,219.02
H4013,200.08,214.34,22.55,17.98,15.59,284.55,32.73,246.68,150.25,81.09
H4014,150.61,122.08,278.29,171.28,88.47,169.8,20.93,198.23,90.5,196.75
H4015,26.2,74.41,89.91,286.66,32.53,191.07,166.02,41.42,298.23,202.9
H4016,146.32,40.76,186.09,196.22,176.48,240.58,183.0,243.41,211.79,211.64
H4017,173.55,115.98,202.02,17.35,119.87,279.25,299.66,260.21,36.55,56.29
H4018,207.59,273.64,11.24,46.63,10.6,276.56,258.26,209.57,130.86,243.37
H4019,173.03,203.23,212.75,249.21,250.38,196.95,81.93,192.27,222.77,196.45
H4020,21.2,142.44,93.96,130.37,151.54,224.22,72.96,84.35,133.43,286.25
H4021,271.63,226.13,213.57,229.48,299.8,213.87,145.91,261.84,34.83,144.94
H4022,186.77,56.18,208.6,94.29,143.93,172.11,191.33,258.56,143.48,146.28
H4023,25.14,222.69,58.92,114.12,182.78,75.67,278.45,295.01,295.25,259.79
H4024,215.55,206.07,237.43,89.45,267.27,138.99,168.0,192.98,294.48,150.64
H4025,299.25,215.3,140.75,68.75,225.8,105.03,142.52,11.83,40.32,71.22
H4026,68.11,11.33,16.62,78.34,235.84,280.28,148.06,141.63,204.57,132.33
H4027,262.38,112.04,214.23,40.96,144.08,99.48,277.54,157.49,92.66,97.83
H4028,127.26,43.08,163.88,92.56,19.71,46.08,177.3,98.93,76.62,238.5
H4029,278.12,168.13,77.73,146.81,87.26,116.17,236.09,150.63,119.47,222.97
H4030,105.18,50.52,200.01,187.49,189.16,85.41,71.23,140.64,169.5,212.27
H4031,220.19,120.35,25.83,223.69,195.06,165.8,150.63,40.16,205.95,252.6
H4032,218.58,225.31,172.58,166.46,200.13,51.68,167.02,288.51,284.56,215.42
H4033,156.71,271.84,181.58,23.91,277.12,258.52,193.23,185.98,46.28,284.94
H4034,176.92,147.8,157.77,126.58,243.13,209.07,147.18,111.84,188.25,198.87
H4035,257.31,226.33,276.86,50.72,65.44,248.07,200.25,22.98,207.91,59.97
H4036,138.37,268.48,35.58,102.63,28.64,263.8,146.55,68.56,260.18,187.25
H4037,127.31,165.77,140.22,216.63,246.01,240.68,38.83,136.04,111.37,123.79
H4038,253.66,169.53,252.15,88.5,40.6,127.75,190.2,210.95,203.99,129.62
H4039,98.15,118.89,175.31,31.09,46.17,158.29,239.74,123.42,88.82,116.56
H4040,271.8,280.81,234.17,100.6,232.55,29.68,31.19,78.25,193.92,286.36
H4041,23.94,198.71,295.76,188.44,88.72,167.93,31.71,264.77,181.21,158.19
H4042,126.04,53.56,256.42,196.82,299.74,194.4,253.74,288.5,242.35,196.69
H4043,188.37,94.45,90.06,111.81,80.89,268.37,163.54,270.01,299.81,227.51
H4044,36.89,170.17,223.46,201.89,233.86,94.29,85.83,91.62,63.6,279.33
H4045,76.11,148.89,246.18,158.72,170.88,25.25,225.05,282.77,20.44,16.28
H4046,26.36,207.43,157.0,22.92,196.58,240.26,245.6,203.32,183.77,18.69
H4047,297.09,141.11,208.26,170.07,210.9,32.75,174.49,223.27,82.43,78.71
H4048,76.25,194.96,231.31,62.18,253.24,41.3,17.56,50.96,216.02,293.44
H4049,164.59,21.06,165.21,140.45,32.89,258.0,11.6,20.97,27.42,234.48
H4050,39.24,139.36,223.11,98.63,250.62,277.56,282.59,25.13,218.73,38.2
H4051,166.89,224.81,187.64,38.91,25.82,72.32,146.4,81.16,49.23,218.05
H4052,160.26,169.75,42.13,240.43,96.28,242.1,54.04,160.8,185.66,203.48
H4053,258.2,227.69,212.05,207.34,71.2,246.23,195.99,27.46,232.43,148.14
H4054,131.78,24.98,93.66,54.17,127.58,90.28,287.13,271.08,150.84,141.02
H4055,68.14,32.84,116.42,128.09,172.01,266.05,258.66,182.74,150.82,297.61
H4056,99.64,145.23,155.18,278.14,208.63,109.27,113.11,236.68,249.85,275.38
H4057,200.77,199.7,158.99,112.13,95.41,45.18,148.68,179.45,218.62,189.01
H4058,269.13,255.27,236.35,19.26,287.06,171.02,291.8,119.32,68.23,227.86
H4059,16.22,283.4,109.64,107.84,150.55,209.34,60.51,107.78,139.82,119.9
H4060,203.99,216.11,73.02,35.16,51.43,83.99,257.06,47.75,139.57,44.01
H4061,279.3,128.89,204.5,276.23,199.2,83.19,128.53,76.79,203.35,75.25
H4062,242.97,290.17,174.66,155.81,173.85,184.64,205.49,280.28,155.62,230.1
H4063,222.5,90.63,206.71,25.51,113.93,214.14,152.8,120.86,125.68,136.89
H4064,231.0,32.13,245.98,297.75,112.39,215.98,196.57,11.34,33.76,169.34
H4065,191.89,47.42,244.06,169.35,215.99,256.9,200.02,44.07,151.31,226.04
H4066,248.48,24.61,53.84,226.07,96.2,86.66,169.24,118.74,247.75,204.21
H4067,53.7,291.73,89.08,168.58,138.06,106.44,73.66,275.98,210.47,152.67
H4068,182.49,185.28,54.87,242.88,259.15,23.41,182.13,204.51,258.01,37.08
H4069,45.38,133.36,205.82,26.22,152.52,205.87,121.57,55.98,56.19,153.92
H4070,297.25,195.46,284.99,219.26,189.82,254.77,165.79,142.02,106.59,134.86
H4071,273.74,145.7,291.57,152.32,43.48,256.45,227.33,45.98,42.08,152.4
H4072,223.55,237.23,81.44,170.84,242.77,294.02,171.95,109.16,232.8,25.51
H4073,16.05,293.62,89.93,61.68,11.17,50.39,109.22,78.8,58.57,194.07
H4074,265.04,242.13,234.89,290.22,16.11,288.73,90.44,31.09,33.61,77.62
H4075,136.4,206.32,24.88,107.04,67.52,37.01,210.61,216.12,83.89,197.39
H4076,138.18,82.56,61.58,82.49,119.68,263.19,209.83,47.2,179.42,215.38
H4077,286.21,22.56,87.39,42.9,206.02,188.85,199.77,219.54,241.8,279.14
H4078,222.07,176.57,129.38,166.7,68.81,248.52,127.15,143.47,256.61,199.76
H4079,83.56,155.7,121.31,139.64,10.14,126.01,135.57,219.49,146.38,144.64
H4080,184.75,36.09,176.65,268.49,276.75,223.11,140.81,217.11,257.49,55.95
H4081,160.86,116.29,269.66,13.29,189.79,129.17,96.23,47.97,25.65,263.16
H4082,44.03,72.45,258.57,49.99,50.67,278.96,290.73,129.25,254.69,141.86
H4083,166.08,121.04,255.54,123.08,55.78,178.57,191.81,81.79,179.03,290.95
H4084,166.43,89.43,245.26,132.21,53.27,96.44,52.53,225.51,209.62,28.69
H4085,288.95,29.95,51.9,77.82,70.68,76.57,203.72,143.78,262.99,161.67
H4086,257.32,49.15,38.02,22.3,251.54,233.69,259.18,151.99,263.12,276.16
H4087,54.62,105.96,183.01,197.2,244.01,90.58,209.58,22.97,99.58,57.68
H4088,167.5,295.44,271.95,225.71,164.53,15.24,247.77,195.92,229.44,106.88
H4089,116.84,115.33,73.0,37.78,153.17,293.49,251.58,213.01,138.29,266.47
H4090,10.49,241.8,139.08,77.63,115.85,135.04,16.69,85.72,194.17,68.26
H4091,185.3,202.4,148.15,205.37,256.58,107.51,269.88,108.72,237.01,116.94
H4092,64.04,71.45,93.58,251.78,188.86,186.69,88.36,199.94,264.65,47.15
H4093,45.85,187.42,30.94,30.09,102.89,256.75,138.56,26.01,217.6,214.82
H4094,88.28,36.43,59.78,233.43,101.17,230.52,263.59,110.57,207.21,71.16
H4095,274.82,77.0,279.38,279.74,43.48,65.3,171.87,22.21,125.03,103.37
H4096,97.02,68.02,12.39,178.94,117.66,98.73,185.38,172.93,246.09,225.83
H4097,71.99,36.96,151.02,130.0,139.24,184.89,50.7,199.74,225.11,82.26
H4098,195.0,227.54,65.5,88.93,248.51,142.64,172.33,188.41,264.77,40.3
H4099,215.67,124.86,66.69,85.97,227.97,211.38,221.73,188.03,72.28,259.57
H4100,177.17,80.98,98.79,216.62,39.93,30.93,186.32,207.48,25.33,261.88
H4101,85.51,80.31,165.22,145.55,190.1,292.5,236.83,229.44,284.51,264.53
H4102,68.86,149.93,79.91,160.46,155.92,99.85,297.37,264.81,90.08,298.57
H4103,137.28,121.79,184.18,184.88,81.37,10.35,169.28,225.66,153.73,230.41
H4104,63.79,67.54,202.07,42.77,120.86,56.08,185.21,72.14,76.18,15.55
H4105,296.39,234.63,128.25,19.97,242.98,179.34,215.57,206.07,12.17,11.66
H4106,210.37,188.04,13.83,24.22,172.66,18.43,163.89,172.86,284.16,189.66
H4107,163.14,113.23,76.42,150.85,269.94,36.77,269.85,273.4,234.96,291.59
H4108,279.91,275.37,186.77,243.19,56.06,14.55,72.31,168.06,283.57,166.12
H4109,227.7,48.67,125.67,72.65,65.54,283.16,77.49,231.14,155.09,96.06
H4110,140.62,273.7,120.32,76.06,222.15,145.31,156.94,42.05,121.04,12.63
H4111,171.78,132.91,135.47,56.11,18.46,101.08,208.7,108.29,163.32,255.29
H4112,185.96,158.65,16.51,149.52,92.56,272.0,187.49,211.06,85.76,76.63
H4113,62.68,104.81,219.26,101.1,117.51,218.22,252.3,207.15,165.91,115.35
H4114,268.13,157.0,156.61,50.12,200.97,21.95,224.35,266.98,114.31,196.14
H4115,127.31,123.73,232.26,84.44,290.0,249.42,244.86,216.92,39.17,36.11
H4116,205.36,156.84,286.09,172.44,155.33,241.76,92.82,187.77,106.29,11.38
H4117,267.08,154.22,133.32,280.7,23.63,140.43,190.68,156.3,75.18,55.34
H4118,31.78,88.48,113.91,131.06,284.96,178.17,286.12,82.62,189.66,210.06
H4119,37.48,145.21,64.55,12.31,273.06,114.88,96.32,217.07,38.89,197.94
H4120,202.32,144.52,261.21,189.84,34.35,18.72,298.41,197.96,263.6,114.23
H4121,32.22,239.12,148.54,228.45,52.77,194.16,261.86,127.8,64.33,133.87
H4122,35.57,235.87,144.49,267.33,214.91,175.03,216.29,221.4,212.17,223.54
H4123,237.69,227.0,89.44,236.71,120.07,87.85,185.33,89.4,68.58,229.31
H4124,297.58,16.99,76.31,18.27,88.56,165.33,91.17,263.88,164.27,248.19
H4125,48.18,30.84,96.48,211.26,238.33,103.77,186.78,158.01,230.33,99.76
H4126,117.66,64.31,180.09,265.59,183.9,272.31,182.5,33.47,132.88,236.74
H4127,280.33,138.84,163.36,116.41,260.68,100.33,128.91,90.67,259.14,113.2
H4128,182.41,92.45,143.27,134.98,268.12,54.33,107.96,165.35,232.08,109.27
H4129,210.49,276.8,211.75,34.47,74.76,87.84,93.87,155.75,160.52,112.21
H4130,164.07,198.5,94.73,223.91,69.51,163.8,195.24,197.14,269.69,51.96
H4131,246.59,160.18,274.12,117.27,77.7,71.33,181.92,87.51,192.15,250.93
H4132,153.85,236.17,23.93,159.83,11.45,77.74,38.13,67.15,42.25,167.05
H4133,17.83,57.04,235.1,289.86,20.42,35.87,72.36,169.38,136.07,63.05
H4134,83.77,254.11,273.01,180.55,279.43,16.95,11.17,131.67,69.27,293.63
H4135,168.72,214.6,181.22,100.05,293.47,45.87,240.9,71.06,249.98,82.76
H4136,74.36,197.18,171.67,202.76,70.45,55.11,103.13,121.36,101.15,87.19
H4137,43.03,68.9,124.72,262.88,258.2,248.93,151.55,189.56,200.02,73.26
H4138,269.27,85.75,30.31,299.46,260.48,26.14,193.55,34.86,182.65,224.93
H4139,255.63,62.44,185.92,142.06,117.78,197.24,127.55,183.62,288.32,287.12
H4140,148.59,50.77,278.52,120.0,155.77,40.51,201.99,227.09,228.35,19.72
H4141,20.08,202.95,91.26,156.25,137.46,282.41,121.43,163.44,72.83,34.37
H4142,158.68,225.63,88.39,224.9,276.41,151.98,218.66,131.41,190.91,66.12
H4143,299.54,28.23,127.98,297.74,180.71,241.41,217.58,232.98,152.83,36.27
H4144,13.0,129.06,43.68,85.74,268.47,262.93,83.92,140.77,268.35,116.6
H4145,48.66,242.21,159.78,274.08,146.93,77.03,211.81,256.37,279.49,189.35
H4146,190.99,276.26,273.38,43.95,252.18,68.03,147.76,227.64,28.81,56.88
H4147,119.34,78.56,265.08,195.38,215.45,144.16,39.45,14.77,169.96,76.84
H4148,30.54,56.76,64.27,276.37,272.36,295.63,91.38,129.64,35.86,72.36
H4149,271.98,19.34,218.69,173.17,55.91,13.84,147.77,190.42,14.85,176.31
H4150,293.02,117.46,152.74,173.52,78.08,224.13,162.62,116.83,66.53,92.95
H4151,52.06,100.69,248.12,49.88,126.73,181.62,263.77,280.44,279.21,155.67
H4152,93.13,199.32,135.01,248.49,221.61,262.01,191.46,116.62,284.57,177.22
H4153,200.99,208.6,70.09,197.06,173.81,84.6,289.77,211.95,202.35,182.11
H4154,110.11,163.41,280.7,64.76,48.97,208.57,10.34,112.96,254.05,124.84
H4155,173.02,240.72,128.16,188.34,98.57,37.95,68.4,226.46,26.0,72.7
H4156,134.69,67.64,242.71,64.09,40.22,68.39,62.02,276.79,247.5,19.35
H4157,231.66,157.58,134.28,94.4,246.74,164.48,146.11,279.68,21.72,191.73
H4158,66.94,62.64,90.47,144.08,207.52,115.33,180.32,182.11,44.44,243.09
H4159,35.0,280.9,222.7,127.5,37.69,86.4,114.67,39.11,268.2,75.57
H4160,43.94,245.31,133.68,293.4,241.42,265.79,126.91,173.47,72.36,298.03
H4161,132.64,257.37,25.93,21.39,289.22,31.93,104.6,124.55,225.21,78.49
H4162,53.67,275.38,223.17,248.24,144.87,247.95,61.91,244.68,83.97,148.94
H4163,62.06,217.43,87.56,11.28,168.26,294.31,270.0,67.27,197.74,206.28
H4164,46.24,182.17,128.26,258.34,274.11,215.7,116.37,294.89,89.73,49.24
H4165,295.73,74.51,249.59,224.85,63.13,82.34,220.45,140.52,284.27,51.12
H4166,254.82,258.99,273.15,278.45,239.43,284.49,145.19,134.77,85.86,248.63
H4167,222.03,73.93,194.13,13.45,226.83,25.37,162.97,174.48,155.9,290.4
H4168,183.76,222.37,151.9,76.08,229.64,95.2,25.43,260.15,179.86,10.31
H4169,143.22,178.98,130.64,11.52,114.47,182.09,125.63,72.05,265.1,65.61
H4170,79.62,168.41,193.16,289.17,284.85,223.75,278.85,295.95,171.52,280.52
H4171,269.52,208.78,197.79,21.11,22.23,189.78,281.1,168.19,220.97,117.81
H4172,213.03,283.95,148.56,187.83,227.08,222.55,138.71,90.96,39.92,145.83
H4173,41.09,91.22,250.52,173.54,228.96,237.65,110.48,239.48,176.11,179.06
H4174,260.01,71.7,243.37,245.56,21.28,102.78,155.92,255.82,57.85,82.59
H4175,25.84,223.76,178.35,241.9,19.28,22.49,139.01,209.73,141.37,161.92
H4176,29.09,112.41,122.01,85.79,207.86,31.12,230.93,115.61,162.55,77.38
H4177,56.06,131.98,14.14,239.79,200.17,188.21,215.95,155.38,293.44,176.91
H4178,163.04,296.21,162.37,85.35,274.33,35.05,41.75,13.04,111.81,262.01
H4179,292.7,36.54,221.44,63.2,136.79,215.04,90.29,212.06,34.95,176.81
H4180,185.01,244.08,181.2,94.39,291.93,153.83,41.15,167.01,137.14,128.11
H4181,293.13,95.85,184.96,53.33,128.41,272.73,86.96,257.61,22.45,59.09
H4182,150.43,116.03,143.61,195.37,230.54,248.41,285.18,179.0,103.69,14.8
H4183,90.9,114.05,163.89,111.75,258.17,295.73,299.96,273.29,108.6,91.06
H4184,205.2,54.41,126.42,252.94,108.93,137.64,130.85,125.22,208.43,265.73
H4185,264.67,92.93,275.53,17.52,43.8,254.18,65.54,186.85,223.14,69.42
H4186,183.55,207.68,39.72,225.44,254.93,159.45,27.5,167.61,127.9,218.86
H4187,154.87,144.1,297.68,124.72,253.28,156.84,278.98,247.66,273.57,92.22
H4188,64.99,19.83,248.41,262.42,65.34,37.45,223.0,56.24,299.23,245.34
H4189,295.75,65.17,125.81,65.38,65.28,267.37,124.09,165.16,46.0,73.04
H4190,173.04,299.33,73.91,106.53,36.93,250.44,243.89,106.39,61.92,29.78
H4191,228.28,74.97,191.8,52.69,164.18,134.68,229.12,46.53,107.56,244.58
H4192,122.83,144.22,241.28,293.86,280.32,26.3,176.18,145.08,161.93,19.69
H4193,72.36,59.82,155.93,185.92,185.21,190.49,129.03,224.5,120.68,117.38
H4194,106.27,221.21,183.52,14.07,76.69,185.56,77.03,224.98,266.45,226.78
H4195,105.16,133.65,268.7,172.89,271.71,201.07,209.04,40.58,90.25,100.64
H4196,71.4,244.74,46.69,24.4,85.89,192.9,234.94,253.72,37.74,132.71
H4197,262.25,228.73,76.3,161.12,179.36,59.87,214.93,28.83,56.54,190.22
H4198,165.04,64.2,244.73,169.17,88.05,232.53,39.11,88.72,108.64,25.35
H4199,268.13,24.48,102.21,284.24,193.31,36.52,255.0,164.19,35.68,32.6
H4200,280.18,168.46,24.98,111.65,79.21,186.45,200.52,150.22,136.77,116.87
H4201,152.1,115.4,106.74,144.14,83.42,91.34,117.44,277.22,59.74,273.04
H4202,132.72,113.71,172.81,138.07,85.27,273.04,38.64,202.77,253.56,90.59
H4203,14.05,159.31,206.71,23.78,190.53,218.99,91.65,287.75,196.7,218.52
H4204,24.56,102.82,220.6,90.11,248.51,266.01,81.59,243.61,160.9,77.33
H4205,221.07,267.59,29.27,268.62,236.48,217.18,152.0,92.13,62.13,270.11
H4206,286.13,38.33,122.57,190.86,95.94,118.79,170.96,60.31,251.77,88.27
H4207,140.32,169.72,153.47,90.91,269.33,90.96,264.27,164.65,46.84,221.42
H4208,82.93,162.9,246.69,126.29,85.83,228.92,262.92,89.69,296.88,230.88
H4209,118.29,181.87,70.7,87.93,37.42,284.33,11.68,281.04,96.44,29.8
H4210,235.11,41.63,110.09,267.39,220.24,249.9,184.99,30.31,256.44,144.31
H4211,239.14,46.51,206.24,87.95,52.68,23.77,153.8,261.86,141.96,11.75
H4212,86.38,115.12,140.58,115.05,171.99,280.32,41.76,195.42,263.11,45.04
H4213,261.68,249.46,113.79,292.33,227.95,54.3,229.26,14.11,80.56,141.59
H4214,156.09,126.14,242.85,71.22,12.81,92.42,80.05,232.02,41.65,252.39
H4215,203.34,279.44,201.59,99.26,251.56,33.45,202.77,283.25,290.24,32.97
H4216,106.64,204.17,57.82,216.55,13.59,34.39,47.62,179.01,220.68,285.47
H4217,258.84,111.41,195.55,211.07,156.69,101.14,134.67,177.57,49.94,221.69
H4218,199.77,116.22,95.56,161.07,46.84,246.49,248.12,257.64,256.69,215.47
H4219,284.35,155.24,275.82,176.51,173.12,243.93,95.45,42.58,298.43,48.86
H4220,27.36,140.79,40.03,185.94,139.99,89.07,241.79,87.05,230.03,256.54
H4221,169.02,78.42,106.04,202.67,20.81,169.55,263.77,170.96,65.32,263.41
H4222,221.98,32.09,262.99,52.98,204.75,256.79,80.77,238.33,171.64,178.3
H4223,165.08,85.97,30.12,173.89,43.01,188.1,65.34,25.63,169.3,264.92
H4224,88.07,24.5,13.93,94.14,260.82,279.47,167.91,32.18,286.57,275.74
H4225,149.52,23.04,91.78,161.48,57.98,262.4,199.62,60.74,114.85,284.07
H4226,94.09,239.72,70.2,177.42,194.49,14.18,118.0,271.35,141.94,184.85
H4227,212.65,177.55,226.39,162.42,193.56,121.41,13.96,176.04,279.89,267.91
H4228,154.64,245.43,227.47,77.84,133.37,95.66,211.68,136.04,140.07,101.74
H4229,96.47,269.67,283.75,85.61,46.4,87.18,147.62,243.09,72.68,189.23
H4230,263.8,153.33,132.23,159.45,258.63,105.98,47.2,45.8,25.91,121.94
H4231,295.88,114.91,67.89,173.11,32.25,69.16,32.25,171.07,236.27,165.07
H4232,28.39,92.59,11.99,39.96,67.01,279.3,50.73,233.93,159.04,109.2
H4233,191.75,225.87,55.16,179.01,203.12,149.05,280.96,77.63,297.09,24.04
H4234,258.42,153.12,142.99,209.26,290.59,117.56,53.31,28.56,87.85,221.48
H4235,201.06,118.81,23.65,190.22,164.49,146.97,34.99,253.22,121.97,207.84
H4236,177.81,171.89,195.53,43.24,64.54,240.67,137.33,253.39,180.18,198.05
H4237,30.84,37.82,283.67,22.01,237.98,201.38,71.1,52.56,241.34,62.83
H4238,197.89,124.59,294.3,267.2,24.57,44.48,130.67,278.27,57.44,283.92
H4239,298.5,84.39,75.3,112.39,298.33,37.65,161.38,142.08,47.31,69.15
H4240,276.01,148.34,286.58,176.3,67.31,65.52,174.54,118.09,229.64,243.41
H4241,216.98,258.81,188.6,209.06,29.57,35.82,49.76,150.84,274.48,200.87
H4242,106.83,91.84,54.69,148.87,272.9,242.05,23.41,173.26,273.76,87.02
H4243,12.78,176.26,160.58,104.71,233.81,37.75,93.77,249.98,44.42,237.76
H4244,110.85,29.39,64.91,116.3,235.39,128.86,267.04,277.56,122.99,186.4
H4245,160.2,262.33,40.93,273.24,179.61,258.47,74.46,38.12,103.59,192.19
H4246,231.43,121.0,31.39,232.11,88.16,177.06,164.36,203.26,207.79,55.2
H4247,286.72,220.91,279.81,21.83,237.48,154.92,32.57,263.87,267.9,255.43
H4248,207.1,151.29,160.43,216.54,190.24,253.43,221.5,289.51,136.09,95.36
H4249,219.15,127.45,151.45,63.49,192.72,202.13,224.9,17.97,128.74,197.35
H4250,77.53,107.15,197.97,148.97,57.44,88.62,38.87,22.23,67.17,243.07
H4251,40.14,126.22,242.01,50.09,191.41,17.76,293.9,18.41,145.97,276.33
H4252,223.49,56.5,197.67,115.07,82.39,57.92,62.42,233.13,266.98,126.12
H4253,146.3,81.68,107.42,23.03,12.48,210.02,25.28,100.4,258.04,297.7
H4254,25.73,149.95,195.49,52.63,254.11,20.8,246.81,221.71,284.52,203.36
H4255,260.37,149.66,219.33,213.1,87.24,192.48,221.98,69.26,46.55,171.68
H4256,290.55,79.01,163.64,277.66,108.88,241.98,55.47,80.43,48.34,283.16
H4257,168.86,273.64,93.5,108.2,279.25,31.65,246.53,61.87,265.23,239.67
H4258,53.37,18.03,77.78,188.63,22.68,297.76,282.08,194.96,241.04,185.28
H4259,73.82,108.4,252.31,132.27,295.22,272.68,140.85,49.77,104.18,251.49
H4260,71.32,246.19,70.74,177.26,217.11,155.68,45.69,198.75,68.65,234.17
H4261,17.32,13.08,124.78,111.38,276.97,278.42,87.23,257.98,192.67,38.76
H4262,267.02,116.4,23.79,138.57,17.06,70.67,25.15,288.82,291.33,104.75
H4263,260.86,262.71,173.02,298.69,198.61,221.99,255.75,159.39,256.35,131.81
H4264,276.5,141.12,272.04,298.81,53.76,175.26,227.88,17.15,77.23,79.71
H4265,283.06,146.79,171.61,268.59,121.04,26.29,244.79,93.93,86.43,105.83
H4266,118.14,197.22,227.09,124.63,288.49,156.23,115.37,290.33,151.47,235.35
H4267,233.19,208.68,128.0,42.06,220.07,269.03,176.13,230.78,126.99,144.81
H4268,266.1,263.92,256.43,250.72,31.6,78.62,265.8,85.86,16.06,134.77
